"M11_5m_002 [q:\TUFLOW\Tutorial_Models_QGIS_GPKG\Module_11\Complete_Model\TUFLOW\runs\M11_5m_002.tcf]","Time (h)","Q ds1 [M11_5m_002]","Q ds2 [M11_5m_002]","Q ds3 [M11_5m_002]","Q ds4 [M11_5m_002]","Q ds5 [M11_5m_002]","Q ds_weir [M11_5m_002]","Q FC01.01 [M11_5m_002]","Q FC01.02 [M11_5m_002]","Q FC01.03 [M11_5m_002]","Q FC01.04 [M11_5m_002]","Q FC01.05 [M11_5m_002]","Q FC01.06 [M11_5m_002]","Q FC01.07 [M11_5m_002]","Q FC01.08 [M11_5m_002]","Q FC01.09 [M11_5m_002]","Q FC01.10_W [M11_5m_002]","Q FC01.11_B [M11_5m_002]","Q FC01.12 [M11_5m_002]","Q FC01.13 [M11_5m_002]","Q FC01.14 [M11_5m_002]","Q FC01.15 [M11_5m_002]","Q FC01.16 [M11_5m_002]","Q FC01.17 [M11_5m_002]","Q FC01.18 [M11_5m_002]","Q FC01.19 [M11_5m_002]","Q FC01.20 [M11_5m_002]","Q FC01.21 [M11_5m_002]","Q FC01.22 [M11_5m_002]","Q FC01.23 [M11_5m_002]","Q FC01.24 [M11_5m_002]","Q FC01.25 [M11_5m_002]","Q FC01.26 [M11_5m_002]","Q FC01.27 [M11_5m_002]","Q FC01.28A [M11_5m_002]","Q FC01.28B [M11_5m_002]","Q FC01.29 [M11_5m_002]","Q FC01.30 [M11_5m_002]","Q FC01.31 [M11_5m_002]","Q FC01.32 [M11_5m_002]","Q FC01.33 [M11_5m_002]","Q FC01.34 [M11_5m_002]","Q FC01.35_B [M11_5m_002]","Q FC01.36 [M11_5m_002]","Q FC01.37 [M11_5m_002]","Q FC01.38 [M11_5m_002]","Q FC01.39 [M11_5m_002]","Q FC01.40 [M11_5m_002]","Q FC02.01 [M11_5m_002]","Q FC02.02 [M11_5m_002]","Q FC02.03 [M11_5m_002]","Q FC02.04 [M11_5m_002]","Q FC02.05 [M11_5m_002]","Q FC02.06 [M11_5m_002]","Q FC04.1_C [M11_5m_002]","Q FC_weir1 [M11_5m_002]"
       1,          0.000000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000
       2,          0.016667,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.003,           0.000,           0.000,           0.000,           0.000,           0.000,           0.001,           0.000,           0.000
       3,          0.033333,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.006,           0.025,           0.000,           0.000,           0.000,           0.000,           0.000,           0.004,           0.000,           0.000
       4,          0.050000,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.020,           0.085,           0.000,           0.000,           0.000,           0.000,           0.001,           0.011,           0.000,           0.000
       5,          0.066667,           0.000,           0.002,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.001,           0.060,           0.192,           0.000,           0.000,           0.000,           0.000,           0.002,           0.021,           0.000,           0.000
       6,          0.083333,           0.000,           0.005,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.006,           0.142,           0.330,           0.000,           0.000,           0.000,           0.000,           0.007,           0.035,           0.000,           0.000
       7,          0.100000,           0.000,           0.008,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.024,           0.286,           0.566,           0.000,           0.000,           0.000,           0.000,           0.015,           0.056,           0.000,           0.000
       8,          0.116667,           0.000,           0.013,           0.002,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.001,           0.000,           0.007,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.001,           0.000,           0.002,           0.080,           0.513,           0.923,           0.000,           0.000,           0.000,           0.000,           0.033,           0.087,           0.000,           0.000
       9,          0.133333,           0.000,           0.019,           0.004,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.001,           0.013,           0.000,           0.035,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.001,           0.001,           0.010,           0.226,           0.887,           1.372,           0.000,           0.000,           0.000,           0.000,           0.067,           0.132,           0.000,           0.000
      10,          0.150000,           0.000,           0.025,           0.007,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.006,           0.043,           0.000,           0.073,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.001,           0.002,           0.058,           0.542,           1.409,           1.874,           0.000,           0.000,           0.000,           0.000,           0.107,           0.180,           0.000,           0.000
      11,          0.166667,           0.000,           0.029,           0.013,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.003,           0.034,           0.077,           0.000,           0.096,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.001,           0.020,           0.305,           1.092,           1.991,           2.397,           0.000,           0.000,           0.000,           0.000,           0.131,           0.231,           0.000,           0.000
      12,          0.183333,           0.000,           0.033,           0.021,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.001,           0.030,           0.087,           0.095,           0.000,           0.102,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.003,           0.087,           0.187,           0.956,           1.707,           2.550,           2.888,           0.000,           0.000,           0.000,           0.000,           0.145,           0.278,           0.000,           0.000
      13,          0.200000,           0.001,           0.036,           0.031,           0.003,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.019,           0.088,           0.114,           0.096,           0.000,           0.106,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.006,           0.207,           0.614,           0.816,           1.662,           2.258,           3.035,           3.289,           0.000,           0.000,           0.000,           0.000,           0.159,           0.316,           0.000,           0.000
      14,          0.216667,           0.001,           0.038,           0.041,           0.005,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.003,           0.069,           0.103,           0.109,           0.097,           0.000,           0.116,           0.011,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.008,           0.141,           1.056,           1.410,           1.697,           2.151,           2.751,           3.433,           3.634,           0.000,           0.000,           0.000,           0.000,           0.171,           0.348,           0.000,           0.000
      15,          0.233333,           0.001,           0.039,           0.049,           0.009,           0.001,           0.000,           0.000,           0.000,           0.000,           0.001,           0.017,           0.090,           0.101,           0.106,           0.104,           0.000,           0.124,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.001,           0.027,           0.177,           0.816,           2.052,           2.173,           2.342,           2.668,           3.157,           3.771,           3.948,           0.000,           0.000,           0.000,           0.000,           0.191,           0.405,           0.000,           0.000
      16,          0.250000,           0.002,           0.040,           0.055,           0.015,           0.001,           0.000,           0.000,           0.000,           0.000,           0.004,           0.041,           0.097,           0.104,           0.110,           0.113,           0.000,           0.128,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.036,           0.413,           1.064,           1.939,           2.573,           2.717,           2.863,           3.123,           3.525,           4.075,           4.244,           0.000,           0.000,           0.000,           0.000,           0.210,           0.455,           0.000,           0.000
      17,          0.266667,           0.003,           0.040,           0.057,           0.021,           0.002,           0.000,           0.000,           0.000,           0.003,           0.016,           0.059,           0.101,           0.110,           0.116,           0.120,           0.000,           0.126,           0.009,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.001,           0.055,           0.873,           1.749,           2.062,           2.733,           3.056,           3.186,           3.307,           3.526,           3.871,           4.389,           4.610,           0.000,           0.000,           0.000,           0.000,           0.225,           0.498,           0.000,           0.000
      18,          0.283333,           0.002,           0.041,           0.056,           0.029,           0.004,           0.000,           0.000,           0.001,           0.011,           0.034,           0.073,           0.104,           0.116,           0.123,           0.125,           0.000,           0.138,           0.021,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.003,           0.149,           1.162,           2.188,           2.545,           2.776,           3.230,           3.493,           3.601,           3.706,           3.911,           4.244,           4.785,           5.067,           0.000,           0.000,           0.000,           0.000,           0.240,           0.542,           0.000,           0.000
      19,          0.300000,           0.002,           0.043,           0.053,           0.036,           0.007,           0.000,           0.001,           0.008,           0.027,           0.049,           0.083,           0.109,           0.121,           0.130,           0.133,           0.000,           0.149,           0.011,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.031,           0.467,           1.775,           2.439,           2.792,           3.086,           3.277,           3.635,           3.900,           4.005,           4.110,           4.321,           4.669,           5.254,           5.565,           0.000,           0.000,           0.000,           0.000,           0.254,           0.584,           0.000,           0.000
      20,          0.316667,           0.004,           0.047,           0.051,           0.043,           0.012,           0.000,           0.005,           0.024,           0.045,           0.062,           0.091,           0.114,           0.129,           0.139,           0.144,           0.000,           0.161,           0.022,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.014,           0.606,           1.884,           2.274,           2.679,           3.023,           3.308,           3.547,           3.711,           4.039,           4.325,           4.434,           4.547,           4.771,           5.142,           5.761,           6.080,           0.000,           0.000,           0.000,           0.000,           0.266,           0.624,           0.000,           0.000
      21,          0.333333,           0.009,           0.057,           0.052,           0.048,           0.019,           0.000,           0.012,           0.044,           0.059,           0.073,           0.098,           0.121,           0.138,           0.150,           0.153,           0.000,           0.167,           0.021,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.002,           0.041,           0.921,           2.088,           2.725,           2.850,           3.012,           3.265,           3.524,           3.776,           3.991,           4.148,           4.473,           4.784,           4.902,           5.023,           5.258,           5.644,           6.284,           6.611,          -0.004,           0.000,           0.000,           0.000,           0.278,           0.661,           0.000,           0.000
      22,          0.350000,           0.017,           0.074,           0.060,           0.053,           0.027,           0.000,           0.023,           0.057,           0.072,           0.083,           0.105,           0.128,           0.146,           0.160,           0.162,           0.000,           0.180,           0.027,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           1.668,           2.069,           2.981,           3.077,           3.314,           3.452,           3.577,           3.777,           4.003,           4.242,           4.452,           4.610,           4.944,           5.279,           5.403,           5.532,           5.781,           6.196,           6.921,           7.376,          -0.710,           0.000,           0.000,           0.000,           0.300,           0.722,           0.000,           0.000
      23,          0.366667,           0.031,           0.098,           0.074,           0.058,           0.038,           0.000,           0.035,           0.064,           0.082,           0.093,           0.113,           0.136,           0.155,           0.171,           0.172,           0.000,           0.192,           0.034,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.001,           0.084,           1.344,           2.544,           2.656,           3.620,           3.686,           3.858,           3.979,           4.092,           4.277,           4.492,           4.729,           4.940,           5.103,           5.456,           5.825,           5.964,           6.112,           6.404,           6.897,           7.772,           8.312,          -0.591,          -0.065,           0.000,           0.000,           0.326,           0.795,           0.000,           0.000
      24,          0.383333,           0.044,           0.125,           0.096,           0.065,           0.052,           0.000,           0.048,           0.072,           0.091,           0.102,           0.120,           0.144,           0.164,           0.182,           0.183,           0.000,           0.203,           0.038,           0.000,           0.000,           0.000,           0.000,           0.000,           0.006,           0.233,           1.193,           2.250,           3.367,           3.680,           4.145,           4.231,           4.383,           4.499,           4.608,           4.791,           5.005,           5.249,           5.465,           5.635,           6.010,           6.484,           6.647,           6.823,           7.170,           7.746,           8.744,           9.312,          -0.320,          -0.129,           0.000,           0.000,           0.351,           0.866,           0.000,           0.000
      25,          0.400000,           0.060,           0.149,           0.123,           0.073,           0.067,           0.000,           0.060,           0.081,           0.099,           0.111,           0.129,           0.154,           0.175,           0.194,           0.197,           0.000,           0.221,           0.072,           0.000,           0.000,           0.000,           0.000,           0.056,           1.043,           2.182,           2.516,           3.312,           4.064,           4.370,           4.689,           4.772,           4.922,           5.037,           5.148,           5.333,           5.558,           5.822,           6.068,           6.270,           6.618,           7.273,           7.461,           7.664,           8.055,           8.691,           9.765,          10.333,          -0.180,          -0.037,           0.000,           0.000,           0.375,           0.933,           0.000,           0.131
      26,          0.416667,           0.077,           0.169,           0.153,           0.084,           0.085,           0.000,           0.072,           0.091,           0.107,           0.120,           0.137,           0.164,           0.187,           0.208,           0.211,           0.000,           0.235,           0.071,           0.000,           0.000,           0.003,           0.085,           1.110,           2.365,           3.176,           3.615,           4.123,           4.625,           4.858,           5.260,           5.346,           5.505,           5.634,           5.760,           5.978,           6.250,           6.580,           6.882,           7.124,           7.123,           8.193,           8.382,           8.597,           9.011,           9.679,          10.794,          11.360,          -0.245,          -0.071,           0.000,           0.000,           0.395,           0.998,           0.000,           0.584
      27,          0.433333,           0.094,           0.187,           0.183,           0.097,           0.105,           0.000,           0.083,           0.101,           0.116,           0.130,           0.147,           0.175,           0.201,           0.224,           0.226,           0.000,           0.257,           0.044,           0.001,           0.002,           0.067,           0.822,           2.504,           3.268,           3.930,           4.551,           4.908,           5.265,           5.445,           5.930,           6.033,           6.223,           6.376,           6.524,           6.777,           7.088,           7.452,           7.777,           8.034,           7.514,           9.165,           9.362,           9.591,          10.025,          10.731,          11.960,          12.737,          -0.302,          -0.098,           0.000,           0.000,           0.442,           1.121,           0.000,           1.162
      28,          0.450000,           0.111,           0.207,           0.211,           0.111,           0.128,           0.000,           0.093,           0.111,           0.126,           0.140,           0.158,           0.188,           0.217,           0.243,           0.250,           0.000,           0.296,           0.098,           0.008,           0.103,           0.778,           2.352,           3.374,           4.072,           4.676,           5.277,           5.644,           6.004,           6.186,           6.748,           6.865,           7.076,           7.243,           7.403,           7.674,           8.003,           8.386,           8.725,           8.992,           7.820,          10.214,          10.429,          10.702,          11.233,          12.126,          13.696,          14.702,          -0.354,          -0.120,           0.001,           0.002,           0.515,           1.291,           0.000,           1.865
      29,          0.466667,           0.128,           0.231,           0.238,           0.126,           0.151,           0.000,           0.103,           0.121,           0.136,           0.151,           0.170,           0.204,           0.241,           0.275,           0.290,           0.000,           0.360,           0.150,           0.153,           1.288,           2.269,           3.289,           4.211,           4.851,           5.405,           5.981,           6.418,           6.834,           7.042,           7.673,           7.796,           8.015,           8.188,           8.352,           8.629,           8.975,           9.401,           9.767,          10.060,           8.089,          11.499,          11.768,          12.125,          12.824,          13.920,          15.771,          16.851,          -0.402,          -0.139,           0.009,           0.017,           0.594,           1.457,           0.000,           2.768
      30,          0.483333,           0.146,           0.257,           0.263,           0.139,           0.173,           0.000,           0.114,           0.131,           0.147,           0.163,           0.185,           0.227,           0.274,           0.322,           0.388,           0.000,           0.626,           0.622,           1.442,           2.779,           3.352,           4.141,           4.995,           5.629,           6.178,           6.762,           7.270,           7.747,           7.983,           8.668,           8.798,           9.024,           9.205,           9.377,           9.676,          10.078,          10.599,          11.017,          11.343,           8.323,          13.090,          13.401,          13.817,          14.653,          15.909,          17.937,          19.041,          -0.430,          -0.133,           0.043,           0.059,           0.695,           1.623,           0.000,           3.998
      31,          0.500000,           0.163,           0.289,           0.287,           0.150,           0.192,           0.000,           0.124,           0.143,           0.160,           0.178,           0.206,           0.272,           0.392,           0.546,           1.041,           0.000,           2.236,           2.633,           3.181,           3.839,           4.332,           5.056,           5.866,           6.502,           7.050,           7.645,           8.224,           8.762,           9.030,           9.761,           9.903,          10.142,          10.332,          10.512,          10.827,          11.285,          11.878,          12.340,          12.698,           8.515,          14.916,          15.256,          15.707,          16.677,          18.037,          20.121,          21.232,          -0.439,          -0.092,           0.123,           0.146,           0.818,           1.797,           0.000,           5.551
      32,          0.516667,           0.187,           0.342,           0.321,           0.158,           0.204,           0.000,           0.136,           0.158,           0.178,           0.203,           0.266,           0.525,           1.176,           1.858,           3.182,           0.000,           4.087,           4.193,           4.374,           4.945,           5.379,           6.052,           6.853,           7.505,           8.065,           8.680,           9.324,           9.919,          10.218,          10.944,          11.098,          11.347,          11.547,          11.738,          12.085,          12.641,          13.360,          13.925,          14.358,           8.555,          16.916,          17.295,          17.788,          19.002,          20.677,          23.678,          26.186,          -0.395,           0.003,           0.263,           0.296,           1.222,           2.402,           0.000,           7.405
      33,          0.533333,           0.222,           0.408,           0.372,           0.164,           0.205,           0.000,           0.152,           0.193,           0.236,           0.319,           0.678,           1.874,           3.128,           4.100,           5.000,           0.000,           5.486,           5.374,           5.559,           6.078,           6.504,           7.173,           7.991,           8.667,           9.244,           9.886,          10.596,          11.252,          11.583,          12.254,          12.430,          12.708,          12.930,          13.142,          13.546,          14.236,          15.116,          15.812,          16.347,           8.460,          19.628,          20.203,          21.040,          23.082,          25.823,          30.617,          34.752,          -0.289,           0.176,           0.504,           0.552,           1.677,           3.017,           0.000,           9.852
