"M11_5m_002 [q:\TUFLOW\Tutorial_Models_QGIS_GPKG\Module_11\Complete_Model\TUFLOW\runs\M11_5m_002.tcf]","Time (h)","H ds1.1 [M11_5m_002]","H ds1.2 [M11_5m_002]","H ds2.2 [M11_5m_002]","H ds3.2 [M11_5m_002]","H ds4.2 [M11_5m_002]","H ds5.2 [M11_5m_002]","H ds_weir.2 [M11_5m_002]","H FC01.01.1 [M11_5m_002]","H FC01.02.1 [M11_5m_002]","H FC01.03.1 [M11_5m_002]","H FC01.04.1 [M11_5m_002]","H FC01.05.1 [M11_5m_002]","H FC01.06.1 [M11_5m_002]","H FC01.07.1 [M11_5m_002]","H FC01.08.1 [M11_5m_002]","H FC01.09.1 [M11_5m_002]","H FC01.10_W.1 [M11_5m_002]","H FC01.12.1 [M11_5m_002]","H FC01.13.1 [M11_5m_002]","H FC01.14.1 [M11_5m_002]","H FC01.15.1 [M11_5m_002]","H FC01.16.1 [M11_5m_002]","H FC01.17.1 [M11_5m_002]","H FC01.18.1 [M11_5m_002]","H FC01.19.1 [M11_5m_002]","H FC01.20.1 [M11_5m_002]","H FC01.21.1 [M11_5m_002]","H FC01.22.1 [M11_5m_002]","H FC01.23.1 [M11_5m_002]","H FC01.24.1 [M11_5m_002]","H FC01.25.1 [M11_5m_002]","H FC01.26.1 [M11_5m_002]","H FC01.27.1 [M11_5m_002]","H FC01.28A.1 [M11_5m_002]","H FC01.28B.1 [M11_5m_002]","H FC01.29.1 [M11_5m_002]","H FC01.30.1 [M11_5m_002]","H FC01.31.1 [M11_5m_002]","H FC01.32.1 [M11_5m_002]","H FC01.33.1 [M11_5m_002]","H FC01.34.1 [M11_5m_002]","H FC01.35_B.1 [M11_5m_002]","H FC01.36.1 [M11_5m_002]","H FC01.37.1 [M11_5m_002]","H FC01.38.1 [M11_5m_002]","H FC01.39.1 [M11_5m_002]","H FC01.40.1 [M11_5m_002]","H FC02.01.1 [M11_5m_002]","H FC02.02.1 [M11_5m_002]","H FC02.03.1 [M11_5m_002]","H FC02.04.1 [M11_5m_002]","H FC02.05.1 [M11_5m_002]","H FC02.06.1 [M11_5m_002]","H FC04.1_C.1 [M11_5m_002]","H FC04.1_C.2 [M11_5m_002]"
      38,          0.616667,     37.0859,     36.7425,     35.8847,     34.9279,     33.2592,     31.7110,     32.5790,     37.3535,     37.3719,     37.4085,     37.7424,     38.0058,     38.1270,     38.1475,     38.2377,     38.9011,     39.1200,     39.5404,     40.3219,     40.6039,     40.8866,     41.1497,     41.3167,     41.3405,     41.3575,     41.5877,     41.6315,     41.6769,     41.8296,     42.0422,     42.6270,     43.1825,     43.5963,     44.3772,     44.7741,     45.2156,     45.5797,     45.9024,     46.0770,     46.1097,     46.5349,     47.8939,     48.1210,     48.4740,     48.8082,     49.6088,     52.8009,     41.8341,     41.8608,     42.5491,     43.1494,     43.1530,     43.2054,     43.3490,     42.7490
      39,          0.633333,     37.2255,     36.8511,     36.1045,     35.1527,     33.3402,     31.7663,     32.5790,     37.5043,     37.5233,     37.5594,     37.8871,     38.1560,     38.2800,     38.3010,     38.3899,     39.0302,     39.2791,     39.6462,     40.4333,     40.7334,     41.0272,     41.3022,     41.4638,     41.4898,     41.5085,     41.7326,     41.7738,     41.8175,     41.9566,     42.1511,     42.7103,     43.2638,     43.6794,     44.4607,     44.8446,     45.2672,     45.6741,     46.0269,     46.2111,     46.2422,     46.6447,     48.0593,     48.2456,     48.5863,     48.9285,     49.7130,     52.8677,     41.9611,     41.9849,     42.5697,     43.1632,     43.1670,     43.2233,     43.3490,     42.7490
      40,          0.650000,     37.3461,     36.9488,     36.2640,     35.4436,     33.4613,     31.8536,     32.5790,     37.6403,     37.6607,     37.6984,     38.0338,     38.3075,     38.4373,     38.4591,     38.5483,     39.1593,     39.4508,     39.7624,     40.5366,     40.8657,     41.1791,     41.4815,     41.6509,     41.6760,     41.6931,     41.8811,     41.9163,     41.9526,     42.0708,     42.2472,     42.7797,     43.3295,     43.7460,     44.5251,     44.8971,     45.3055,     45.7448,     46.1204,     46.3115,     46.3418,     46.7264,     48.1618,     48.3370,     48.6684,     49.0173,     49.8060,     52.9361,     42.0735,     42.0924,     42.5894,     43.1755,     43.1796,     43.2400,     43.3490,     42.7490
      41,          0.666667,     37.4546,     37.0479,     36.3856,     35.7105,     33.6068,     31.9939,     32.5790,     37.7657,     37.7878,     37.8283,     38.1773,     38.4617,     38.5988,     38.6218,     38.7141,     39.3016,     39.6401,     39.8996,     40.6707,     41.0331,     41.3643,     41.6708,     41.8125,     41.8355,     41.8520,     42.0188,     42.0513,     42.0841,     42.1852,     42.3418,     42.8387,     43.3797,     43.7955,     44.5726,     44.9350,     45.3346,     45.8024,     46.1977,     46.3965,     46.4274,     46.8118,     48.3233,     48.4665,     48.7638,     49.1050,     49.8891,     53.0064,     42.1883,     42.2042,     42.6069,     43.1873,     43.1917,     43.2561,     43.3490,     42.7490
      42,          0.683333,     37.5603,     37.1408,     36.5018,     35.9142,     33.7701,     32.2118,     32.5790,     37.8894,     37.9135,     37.9575,     38.3281,     38.6270,     38.7752,     38.8005,     38.8989,     39.4682,     39.8381,     40.0447,     40.8075,     41.1960,     41.5370,     41.8304,     41.9512,     41.9730,     41.9892,     42.1388,     42.1693,     42.1990,     42.2877,     42.4288,     42.8931,     43.4244,     43.8397,     44.6128,     44.9674,     45.3608,     45.8549,     46.2627,     46.4673,     46.4987,     46.8830,     48.4548,     48.5738,     48.8522,     49.1907,     49.9678,     53.0630,     42.2907,     42.3052,     42.6230,     43.1977,     43.2022,     43.2687,     43.5207,     42.8247
      43,          0.700000,     37.6886,     37.2480,     36.6267,     36.0669,     33.9214,     32.5238,     32.5790,     38.0204,     38.0477,     38.0972,     38.4960,     38.8076,     38.9625,     38.9887,     39.0873,     39.6114,     40.0787,     40.2032,     40.9219,     41.3351,     41.6834,     41.9539,     42.0645,     42.0855,     42.1023,     42.2413,     42.2712,     42.2989,     42.3789,     42.5074,     42.9430,     43.4615,     43.8761,     44.6486,     44.9953,     45.3837,     45.9019,     46.3148,     46.5240,     46.5558,     46.9397,     48.5681,     48.6714,     48.9313,     49.2640,     50.0298,     53.1001,     42.3821,     42.3945,     42.6340,     43.2046,     43.2093,     43.2781,     43.7489,     42.9979
      44,          0.716667,     37.8388,     37.3620,     36.7574,     36.2106,     34.0274,     32.7983,     32.5790,     38.1613,     38.1914,     38.2454,     38.6626,     38.9841,     39.1553,     39.1851,     39.2932,     39.7985,     40.2536,     40.3623,     41.0225,     41.4522,     41.7977,     42.0500,     42.1555,     42.1774,     42.1949,     42.3304,     42.3612,     42.3878,     42.4634,     42.5807,     42.9882,     43.4941,     43.9084,     44.6792,     45.0192,     45.4038,     45.9419,     46.3572,     46.5695,     46.6015,     46.9849,     48.6675,     48.7579,     48.9996,     49.3258,     50.0823,     53.1343,     42.4678,     42.4792,     42.6427,     43.2106,     43.2155,     43.2865,     43.9242,     43.1101
      45,          0.733333,     37.9874,     37.5202,     36.9273,     36.3544,     34.1372,     32.9650,     32.5790,     38.3065,     38.3411,     38.4024,     38.8474,     39.1787,     39.3610,     39.3931,     39.5057,     39.9832,     40.3663,     40.4810,     41.1229,     41.5530,     41.8912,     42.1279,     42.2321,     42.2541,     42.2725,     42.4078,     42.4397,     42.4661,     42.5392,     42.6479,     43.0322,     43.5256,     43.9414,     44.7114,     45.0410,     45.4209,     45.9748,     46.3917,     46.6065,     46.6388,     47.0224,     48.7560,     48.8367,     49.0606,     49.3805,     50.1307,     53.1685,     42.5441,     42.5547,     42.6507,     43.2164,     43.2214,     43.2945,     44.0723,     43.1897
      46,          0.750000,     38.1513,     37.7095,     37.1178,     36.5007,     34.2981,     33.0691,     32.5790,     38.4577,     38.4954,     38.5615,     39.0178,     39.3467,     39.5271,     39.5585,     39.6644,     40.0858,     40.5515,     40.6295,     41.2088,     41.6350,     41.9655,     42.1925,     42.2957,     42.3185,     42.3379,     42.4736,     42.5065,     42.5327,     42.6043,     42.7057,     43.0692,     43.5498,     43.9664,     44.7355,     45.0593,     45.4359,     46.0027,     46.4205,     46.6376,     46.6701,     47.0544,     48.8374,     48.9102,     49.1188,     49.4293,     50.1759,     53.2031,     42.6107,     42.6204,     42.6583,     43.2221,     43.2273,     43.3025,     44.1952,     43.2518
      47,          0.766667,     38.2897,     37.9007,     37.3200,     36.6565,     34.4819,     33.1594,     32.5790,     38.5804,     38.6211,     38.6918,     39.1492,     39.4833,     39.6667,     39.6986,     39.8026,     40.1968,     40.7282,     40.7856,     41.2866,     41.7031,     42.0253,     42.2455,     42.3481,     42.3715,     42.3914,     42.5285,     42.5637,     42.5930,     42.6691,     42.7571,     43.0995,     43.5684,     43.9855,     44.7540,     45.0740,     45.4481,     46.0262,     46.4452,     46.6640,     46.6968,     47.0814,     48.9136,     48.9792,     49.1735,     49.4742,     50.2136,     53.2242,     42.6866,     42.6156,     42.5442,     43.2575,     43.2497,     43.3075,     44.2968,     43.3001
      48,          0.783333,     38.4051,     38.0677,     37.5169,     36.8225,     34.6515,     33.2463,     32.5790,     38.6805,     38.7234,     38.7984,     39.2477,     39.5871,     39.7728,     39.8051,     39.9081,     40.2791,     40.9155,     40.9584,     41.3642,     41.7612,     42.0674,     42.2797,     42.3957,     42.4221,     42.4445,     42.5742,     42.5930,     42.6079,     42.6679,     42.7602,     43.1394,     43.5829,     43.9970,     44.7692,     45.0863,     45.4589,     46.0467,     46.4664,     46.6867,     46.7197,     47.1046,     48.9818,     49.0418,     49.2224,     49.5117,     50.2409,     53.2359,     42.7256,     42.8308,     42.4111,     43.2775,     43.2099,     43.3259,     44.3809,     43.3339
      49,          0.800000,     38.4976,     38.2114,     37.6869,     36.9544,     34.8654,     33.3358,     32.5790,     38.7558,     38.7998,     38.8771,     39.3220,     39.6668,     39.8555,     39.8886,     39.9917,     40.3477,     41.0981,     41.1303,     41.4443,     41.8143,     42.1090,     42.3191,     42.4250,     42.4522,     42.4792,     42.6314,     42.6459,     42.6506,     42.6967,     42.8055,     43.1648,     43.5898,     44.0141,     44.7810,     45.0969,     45.4684,     46.0636,     46.4842,     46.7059,     46.7391,     47.1242,     49.0406,     49.0965,     49.2654,     49.5446,     50.2644,     53.2465,     42.7059,     42.9004,     42.5514,     43.2619,     43.2145,     43.3252,     44.4460,     43.3572
      50,          0.816667,     38.5742,     38.3260,     37.8193,     37.0382,     35.0825,     33.4338,     32.5790,     38.8164,     38.8604,     38.9379,     39.3818,     39.7310,     39.9220,     39.9557,     40.0591,     40.4027,     41.2641,     41.2900,     41.5298,     41.8641,     42.1429,     42.3494,     42.4515,     42.4792,     42.5061,     42.6658,     42.6853,     42.6916,     42.7379,     42.8457,     43.1779,     43.5995,     44.0271,     44.7913,     45.1063,     45.4768,     46.0777,     46.4991,     46.7220,     46.7554,     47.1408,     49.0920,     49.1446,     49.3036,     49.5742,     50.2861,     53.2573,     42.7197,     42.8534,     42.7968,     43.2319,     43.2267,     43.3166,     44.4915,     43.3735
      51,          0.833333,     38.6325,     38.4128,     37.9191,     37.0915,     35.2591,     33.5448,     32.5790,     38.8642,     38.9082,     38.9858,     39.4302,     39.7822,     39.9749,     40.0090,     40.1127,     40.4462,     41.4114,     41.4329,     41.6144,     41.9109,     42.1713,     42.3761,     42.4816,     42.5070,     42.5286,     42.6674,     42.7004,     42.7248,     42.7919,     42.8734,     43.1801,     43.6139,     44.0352,     44.8002,     45.1140,     45.4839,     46.0894,     46.5116,     46.7356,     46.7691,     47.1547,     49.1379,     49.1878,     49.3383,     49.6013,     50.3067,     53.2681,     42.8050,     42.8146,     42.8361,     43.2057,     43.2221,     43.2993,     44.5232,     43.3847
      52,          0.850000,     38.6798,     38.4801,     37.9991,     37.1229,     35.3907,     33.6581,     32.5790,     38.9020,     38.9455,     39.0229,     39.4684,     39.8227,     40.0168,     40.0513,     40.1551,     40.4806,     41.5418,     41.5595,     41.6993,     41.9597,     42.2009,     42.3980,     42.5006,     42.5256,     42.5471,     42.6840,     42.7188,     42.7441,     42.8101,     42.8908,     43.1902,     43.6202,     44.0415,     44.8084,     45.1204,     45.4903,     46.0995,     46.5223,     46.7473,     46.7811,     47.1671,     49.1790,     49.2268,     49.3695,     49.6253,     50.3230,     53.2724,     42.8190,     42.8296,     42.8646,     43.2044,     43.2115,     43.2962,     44.5499,     43.3936
      53,          0.866667,     38.7198,     38.5352,     38.0628,     37.1438,     35.4887,     33.7590,     32.6850,     38.9318,     38.9749,     39.0521,     39.4988,     39.8548,     40.0502,     40.0850,     40.1893,     40.5095,     41.6554,     41.6719,     41.7813,     42.0033,     42.2263,     42.4171,     42.5181,     42.5433,     42.5650,     42.7019,     42.7367,     42.7611,     42.8257,     42.9028,     43.1934,     43.6193,     44.0460,     44.8154,     45.1262,     45.4957,     46.1082,     46.5318,     46.7576,     46.7915,     47.1776,     49.2151,     49.2609,     49.3968,     49.6456,     50.3355,     53.2743,     42.8342,     42.8437,     42.8783,     43.2037,     43.2087,     43.2948,     44.5766,     43.4023
      54,          0.883333,     38.7592,     38.5923,     38.1054,     37.1586,     35.5597,     33.8449,     32.7811,     38.9581,     39.0006,     39.0773,     39.5252,     39.8837,     40.0817,     40.1173,     40.2232,     40.5438,     41.7471,     41.7633,     41.8542,     42.0455,     42.2511,     42.4349,     42.5342,     42.5592,     42.5806,     42.7151,     42.7503,     42.7745,     42.8386,     42.9158,     43.2017,     43.6225,     44.0499,     44.8206,     45.1311,     45.5004,     46.1157,     46.5397,     46.7663,     46.8003,     47.1866,     49.2458,     49.2903,     49.4205,     49.6634,     50.3464,     53.2762,     42.8474,     42.8564,     42.8899,     43.2029,     43.2086,     43.2945,     44.6020,     43.4106
      55,          0.900000,     38.8278,     38.6739,     38.1587,     37.1731,     35.6095,     33.9153,     32.8614,     38.9994,     39.0391,     39.1122,     39.5552,     39.9157,     40.1164,     40.1527,     40.2602,     40.5807,     41.8195,     41.8354,     41.9149,     42.0833,     42.2741,     42.4505,     42.5505,     42.5744,     42.5953,     42.7287,     42.7640,     42.7882,     42.8516,     42.9273,     43.2092,     43.6267,     44.0545,     44.8254,     45.1352,     45.5044,     46.1220,     46.5465,     46.7737,     46.8077,     47.1942,     49.2723,     49.3155,     49.4411,     49.6790,     50.3562,     53.2781,     42.8605,     42.8692,     42.9014,     43.2031,     43.2090,     43.2950,     44.6258,     43.4183
      56,          0.916667,     38.8888,     38.7518,     38.2298,     37.2013,     35.6489,     33.9717,     32.9269,     39.0443,     39.0821,     39.1523,     39.5887,     39.9491,     40.1509,     40.1876,     40.2958,     40.6145,     41.8773,     41.8932,     41.9652,     42.1165,     42.2952,     42.4664,     42.5645,     42.5890,     42.6102,     42.7419,     42.7769,     42.8007,     42.8636,     42.9383,     43.2167,     43.6308,     44.0588,     44.8297,     45.1389,     45.5079,     46.1275,     46.5522,     46.7800,     46.8141,     47.2008,     49.2953,     49.3376,     49.4593,     49.6929,     50.3653,     53.2805,     42.8722,     42.8814,     42.9127,     43.2038,     43.2097,     43.2958,     44.6486,     43.4255
      57,          0.933333,     38.9424,     38.8180,     38.3015,     37.2392,     35.6881,     34.0194,     32.9828,     39.0848,     39.1209,     39.1887,     39.6204,     39.9803,     40.1826,     40.2195,     40.3279,     40.6443,     41.9245,     41.9404,     42.0072,     42.1456,     42.3145,     42.4804,     42.5771,     42.6014,     42.6228,     42.7537,     42.7884,     42.8120,     42.8744,     42.9482,     43.2231,     43.6342,     44.0624,     44.8332,     45.1420,     45.5108,     46.1320,     46.5572,     46.7854,     46.8196,     47.2065,     49.3156,     49.3571,     49.4754,     49.7051,     50.3729,     53.2806,     42.8832,     42.8924,     42.9227,     43.2047,     43.2106,     43.2965,     44.6705,     43.4324
      58,          0.950000,     38.9924,     38.8762,     38.3723,     37.2812,     35.7306,     34.0638,     33.0356,     39.1238,     39.1582,     39.2228,     39.6487,     40.0072,     40.2100,     40.2472,     40.3557,     40.6701,     41.9638,     41.9797,     42.0425,     42.1711,     42.3317,     42.4932,     42.5899,     42.6138,     42.6344,     42.7641,     42.7990,     42.8225,     42.8844,     42.9572,     43.2289,     43.6371,     44.0654,     44.8363,     45.1447,     45.5134,     46.1359,     46.5614,     46.7901,     46.8243,     47.2113,     49.3331,     49.3738,     49.4891,     49.7150,     50.3774,     53.2779,     42.8932,     42.9023,     42.9317,     43.2053,     43.2112,     43.2968,     44.6913,     43.4390
      59,          0.966667,     39.0337,     38.9226,     38.4362,     37.3230,     35.7764,     34.1085,     33.0893,     39.1589,     39.1920,     39.2538,     39.6735,     40.0296,     40.2331,     40.2705,     40.3790,     40.6919,     41.9965,     42.0126,     42.0724,     42.1931,     42.3470,     42.5051,     42.5998,     42.6242,     42.6453,     42.7739,     42.8086,     42.8319,     42.8934,     42.9654,     43.2342,     43.6397,     44.0681,     44.8390,     45.1471,     45.5156,     46.1392,     46.5650,     46.7940,     46.8283,     47.2154,     49.3472,     49.3874,     49.5002,     49.7229,     50.3807,     53.2749,     42.9023,     42.9114,     42.9400,     43.2060,     43.2118,     43.2972,     44.7112,     43.4451
      60,          0.983333,     39.0718,     38.9657,     38.4975,     37.3616,     35.8232,     34.1549,     33.1456,     39.1900,     39.2218,     39.2808,     39.6941,     40.0481,     40.2524,     40.2899,     40.3986,     40.7106,     42.0241,     42.0403,     42.0977,     42.2124,     42.3609,     42.5156,     42.6093,     42.6338,     42.6547,     42.7826,     42.8173,     42.8405,     42.9017,     42.9729,     43.2389,     43.6420,     44.0704,     44.8411,     45.1490,     45.5174,     46.1419,     46.5679,     46.7972,     46.8315,     47.2187,     49.3584,     49.3982,     49.5091,     49.7293,     50.3830,     53.2721,     42.9106,     42.9197,     42.9477,     43.2066,     43.2124,     43.2976,     44.7301,     43.4510
      61,          1.000000,     39.1041,     39.0019,     38.5493,     37.3962,     35.8684,     34.2026,     33.2041,     39.2172,     39.2478,     39.3046,     39.7117,     40.0639,     40.2688,     40.3065,     40.4153,     40.7266,     42.0478,     42.0640,     42.1195,     42.2291,     42.3729,     42.5246,     42.6179,     42.6421,     42.6631,     42.7904,     42.8249,     42.8480,     42.9089,     42.9794,     43.2430,     43.6438,     44.0723,     44.8430,     45.1506,     45.5189,     46.1442,     46.5703,     46.7997,     46.8341,     47.2212,     49.3673,     49.4068,     49.5161,     49.7342,     50.3848,     53.2694,     42.9180,     42.9270,     42.9544,     43.2073,     43.2131,     43.2979,     44.7483,     43.4565
      62,          1.016667,     39.1322,     39.0349,     38.5988,     37.4215,     35.9096,     34.2497,     33.2628,     39.2410,     39.2706,     39.3254,     39.7269,     40.0773,     40.2827,     40.3205,     40.4293,     40.7402,     42.0680,     42.0843,     42.1382,     42.2437,     42.3835,     42.5328,     42.6252,     42.6495,     42.6705,     42.7971,     42.8316,     42.8546,     42.9152,     42.9850,     43.2465,     43.6452,     44.0737,     44.8444,     45.1518,     45.5200,     46.1459,     46.5721,     46.8017,     46.8361,     47.2232,     49.3741,     49.4133,     49.5214,     49.7376,     50.3841,     53.2622,     42.9243,     42.9333,     42.9602,     43.2075,     43.2132,     43.2971,     44.7656,     43.4618
      63,          1.033333,     39.1607,     39.0689,     38.6553,     37.4327,     35.9407,     34.2931,     33.3173,     39.2641,     39.2926,     39.3452,     39.7403,     40.0889,     40.2946,     40.3325,     40.4413,     40.7518,     42.0852,     42.1016,     42.1542,     42.2563,     42.3927,     42.5398,     42.6315,     42.6559,     42.6768,     42.8029,     42.8374,     42.8603,     42.9206,     42.9900,     43.2497,     43.6466,     44.0750,     44.8455,     45.1528,     45.5209,     46.1472,     46.5734,     46.8032,     46.8376,     47.2246,     49.3780,     49.4171,     49.5240,     49.7383,     50.3800,     53.2520,     42.9298,     42.9387,     42.9650,     43.2069,     43.2126,     43.2959,     44.7819,     43.4669
      64,          1.050000,     39.1891,     39.1020,     38.7082,     37.4449,     35.9630,     34.3291,     33.3630,     39.2873,     39.3146,     39.3651,     39.7527,     40.0990,     40.3050,     40.3428,     40.4515,     40.7618,     42.0999,     42.1164,     42.1679,     42.2671,     42.4007,     42.5460,     42.6373,     42.6614,     42.6823,     42.8080,     42.8425,     42.8653,     42.9255,     42.9944,     43.2526,     43.6482,     44.0768,     44.8475,     45.1539,     45.5215,     46.1479,     46.5742,     46.8039,     46.8383,     47.2251,     49.3784,     49.4175,     49.5239,     49.7368,     50.3744,     53.2414,     42.9346,     42.9435,     42.9692,     43.2063,     43.2119,     43.2945,     44.7975,     43.4716
      65,          1.066667,     39.2155,     39.1323,     38.7552,     37.4606,     35.9817,     34.3582,     33.4002,     39.3093,     39.3355,     39.3840,     39.7641,     40.1081,     40.3139,     40.3518,     40.4603,     40.7703,     42.1124,     42.1290,     42.1795,     42.2765,     42.4076,     42.5512,     42.6421,     42.6662,     42.6870,     42.8123,     42.8468,     42.8695,     42.9296,     42.9981,     43.2549,     43.6490,     44.0775,     44.8479,     45.1542,     45.5217,     46.1481,     46.5743,     46.8040,     46.8383,     47.2247,     49.3757,     49.4150,     49.5215,     49.7336,     50.3678,     53.2311,     42.9390,     42.9477,     42.9729,     43.2055,     43.2111,     43.2930,     44.8122,     43.4761
      66,          1.083333,     39.2381,     39.1605,     38.7949,     37.4778,     36.0000,     34.3829,     33.4319,     39.3274,     39.3528,     39.3997,     39.7742,     40.1161,     40.3218,     40.3597,     40.4680,     40.7776,     42.1232,     42.1398,     42.1896,     42.2844,     42.4135,     42.5556,     42.6458,     42.6701,     42.6909,     42.8158,     42.8502,     42.8729,     42.9329,     43.0011,     43.2567,     43.6497,     44.0778,     44.8479,     45.1542,     45.5216,     46.1478,     46.5738,     46.8034,     46.8377,     47.2237,     49.3705,     49.4100,     49.5169,     49.7288,     50.3604,     53.2203,     42.9422,     42.9510,     42.9757,     43.2045,     43.2100,     43.2910,     44.8262,     43.4804
      67,          1.100000,     39.2601,     39.1844,     38.8307,     37.4960,     36.0189,     34.4055,     33.4610,     39.3462,     39.3707,     39.4158,     39.7834,     40.1229,     40.3285,     40.3664,     40.4745,     40.7839,     42.1322,     42.1489,     42.1980,     42.2911,     42.4184,     42.5594,     42.6493,     42.6732,     42.6940,     42.8185,     42.8529,     42.8756,     42.9355,     43.0034,     43.2580,     43.6500,     44.0777,     44.8476,     45.1538,     45.5211,     46.1469,     46.5728,     46.8022,     46.8365,     47.2220,     49.3627,     49.4025,     49.5097,     49.7210,     50.3470,     53.1984,     42.9448,     42.9534,     42.9776,     43.2023,     43.2076,     43.2868,     44.8394,     43.4844
