"EG05_018 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG05_018.tcf]","Time (h)","H Loc1_P [EG05_018]","H Loc8_P [EG05_018]","H Loc10_P [EG05_018]","H Loc4_P [EG05_018]"
        1614,      -45.116669,         39.0108,         36.1733,         42.4578,         41.3692
        1615,      -45.099998,         39.0108,         36.1733,         42.4578,         41.3700
        1616,      -45.083336,         39.0108,         36.1733,         42.4578,         41.3708
        1617,      -45.066666,         39.0108,         36.1733,         42.4578,         41.3717
        1618,      -45.049999,         39.0108,         36.1733,         42.4578,         41.3725
        1619,      -45.033333,         39.0108,         36.1733,         42.4578,         41.3734
        1620,      -45.016666,         39.0108,         36.1733,         42.4578,         41.3742
        1621,      -45.000000,         39.0108,         36.1733,         42.4578,         41.3750
        1622,      -44.983334,         39.0108,         36.1733,         42.4578,         41.3759
        1623,      -44.966667,         39.0108,         36.1733,         42.4578,         41.3767
        1624,      -44.950001,         39.0108,         36.1733,         42.4578,         41.3776
        1625,      -44.933334,         39.0108,         36.1733,         42.4578,         41.3784
        1626,      -44.916664,         39.0108,         36.1733,         42.4578,         41.3792
        1627,      -44.900002,         39.0108,         36.1733,         42.4578,         41.3801
        1628,      -44.883331,         39.0108,         36.1733,         42.4578,         41.3809
        1629,      -44.866669,         39.0108,         36.1733,         42.4578,         41.3817
        1630,      -44.849998,         39.0108,         36.1733,         42.4578,         41.3826
        1631,      -44.833336,         39.0108,         36.1733,         42.4578,         41.3834
        1632,      -44.816666,         39.0108,         36.1733,         42.4578,         41.3842
        1633,      -44.799999,         39.0108,         36.1733,         42.4578,         41.3851
        1634,      -44.783333,         39.0108,         36.1733,         42.4578,         41.3859
        1635,      -44.766666,         39.0108,         36.1733,         42.4578,         41.3867
        1636,      -44.750000,         39.0108,         36.1733,         42.4578,         41.3876
        1637,      -44.733334,         39.0108,         36.1733,         42.4578,         41.3884
        1638,      -44.716667,         39.0108,         36.1733,         42.4578,         41.3892
        1639,      -44.700001,         39.0108,         36.1733,         42.4578,         41.3901
        1640,      -44.683334,         39.0108,         36.1733,         42.4578,         41.3909
        1641,      -44.666664,         39.0108,         36.1733,         42.4578,         41.3918
        1642,      -44.650002,         39.0108,         36.1733,         42.4578,         41.3926
        1643,      -44.633331,         39.0108,         36.1733,         42.4578,         41.3934
        1644,      -44.616669,         39.0108,         36.1733,         42.4578,         41.3942
        1645,      -44.599998,         39.0108,         36.1733,         42.4578,         41.3951
        1646,      -44.583336,         39.0108,         36.1733,         42.4578,         41.3959
        1647,      -44.566666,         39.0108,         36.1733,         42.4578,         41.3967
        1648,      -44.549999,         39.0108,         36.1733,         42.4578,         41.3976
        1649,      -44.533333,         39.0108,         36.1733,         42.4578,         41.3984
        1650,      -44.516666,         39.0108,         36.1733,         42.4578,         41.3992
        1651,      -44.500000,         39.0108,         36.1733,         42.4578,         41.4001
        1652,      -44.483334,         39.0108,         36.1733,         42.4578,         41.4009
        1653,      -44.466667,         39.0108,         36.1733,         42.4578,         41.4017
        1654,      -44.450001,         39.0108,         36.1733,         42.4578,         41.4025
        1655,      -44.433334,         39.0108,         36.1733,         42.4578,         41.4034
        1656,      -44.416664,         39.0108,         36.1733,         42.4578,         41.4042
        1657,      -44.400002,         39.0108,         36.1733,         42.4578,         41.4049
        1658,      -44.383331,         39.0108,         36.1733,         42.4578,         41.4057
        1659,      -44.366669,         39.0108,         36.1733,         42.4578,         41.4064
        1660,      -44.349998,         39.0108,         36.1733,         42.4578,         41.4071
        1661,      -44.333336,         39.0108,         36.1733,         42.4578,         41.4079
        1662,      -44.316666,         39.0108,         36.1733,         42.4578,         41.4087
        1663,      -44.299999,         39.0108,         36.1733,         42.4578,         41.4095
        1664,      -44.283333,         39.0108,         36.1733,         42.4578,         41.4103
        1665,      -44.266666,         39.0108,         36.1733,         42.4578,         41.4111
        1666,      -44.250000,         39.0108,         36.1733,         42.4578,         41.4119
        1667,      -44.233334,         39.0108,         36.1733,         42.4578,         41.4127
        1668,      -44.216667,         39.0108,         36.1733,         42.4578,         41.4136
        1669,      -44.200001,         39.0108,         36.1733,         42.4578,         41.4144
        1670,      -44.183334,         39.0108,         36.1733,         42.4578,         41.4152
        1671,      -44.166664,         39.0108,         36.1733,         42.4578,         41.4160
        1672,      -44.150002,         39.0108,         36.1733,         42.4578,         41.4168
        1673,      -44.133331,         39.0108,         36.1733,         42.4578,         41.4176
        1674,      -44.116669,         39.0108,         36.1733,         42.4578,         41.4184
        1675,      -44.099998,         39.0108,         36.1733,         42.4578,         41.4192
        1676,      -44.083336,         39.0108,         36.1733,         42.4578,         41.4200
        1677,      -44.066666,         39.0108,         36.1733,         42.4578,         41.4207
