"EG14_003 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG14_003.tcf]","Time(h)","Entry LC FC01.1_R [EG14_003]","Additional LC FC01.1_R [EG14_003]","Exit LC FC01.1_R [EG14_003]","Entry LC FC01.2_R [EG14_003]","Additional LC FC01.2_R [EG14_003]","Exit LC FC01.2_R [EG14_003]","Entry LC FC04.1_C [EG14_003]","Additional LC FC04.1_C [EG14_003]","Exit LC FC04.1_C [EG14_003]","Entry LC Pipe0 [EG14_003]","Additional LC Pipe0 [EG14_003]","Exit LC Pipe0 [EG14_003]","Entry LC Pipe1 [EG14_003]","Additional LC Pipe1 [EG14_003]","Exit LC Pipe1 [EG14_003]","Entry LC Pipe10 [EG14_003]","Additional LC Pipe10 [EG14_003]","Exit LC Pipe10 [EG14_003]","Entry LC Pipe11 [EG14_003]","Additional LC Pipe11 [EG14_003]","Exit LC Pipe11 [EG14_003]","Entry LC Pipe12 [EG14_003]","Additional LC Pipe12 [EG14_003]","Exit LC Pipe12 [EG14_003]","Entry LC Pipe13 [EG14_003]","Additional LC Pipe13 [EG14_003]","Exit LC Pipe13 [EG14_003]","Entry LC Pipe14 [EG14_003]","Additional LC Pipe14 [EG14_003]","Exit LC Pipe14 [EG14_003]","Entry LC Pipe15 [EG14_003]","Additional LC Pipe15 [EG14_003]","Exit LC Pipe15 [EG14_003]","Entry LC Pipe16 [EG14_003]","Additional LC Pipe16 [EG14_003]","Exit LC Pipe16 [EG14_003]","Entry LC Pipe17 [EG14_003]","Additional LC Pipe17 [EG14_003]","Exit LC Pipe17 [EG14_003]","Entry LC Pipe19 [EG14_003]","Additional LC Pipe19 [EG14_003]","Exit LC Pipe19 [EG14_003]","Entry LC Pipe2 [EG14_003]","Additional LC Pipe2 [EG14_003]","Exit LC Pipe2 [EG14_003]","Entry LC Pipe3 [EG14_003]","Additional LC Pipe3 [EG14_003]","Exit LC Pipe3 [EG14_003]","Entry LC Pipe4 [EG14_003]","Additional LC Pipe4 [EG14_003]","Exit LC Pipe4 [EG14_003]","Entry LC Pipe5 [EG14_003]","Additional LC Pipe5 [EG14_003]","Exit LC Pipe5 [EG14_003]","Entry LC Pipe6 [EG14_003]","Additional LC Pipe6 [EG14_003]","Exit LC Pipe6 [EG14_003]","Entry LC Pipe7 [EG14_003]","Additional LC Pipe7 [EG14_003]","Exit LC Pipe7 [EG14_003]","Entry LC Pipe8 [EG14_003]","Additional LC Pipe8 [EG14_003]","Exit LC Pipe8 [EG14_003]","Entry LC Pipe9 [EG14_003]","Additional LC Pipe9 [EG14_003]","Exit LC Pipe9 [EG14_003]","LC Pit1 [EG14_003]","LC Pit10 [EG14_003]","LC Pit11 [EG14_003]","LC Pit12 [EG14_003]","LC Pit13 [EG14_003]","LC Pit14 [EG14_003]","LC Pit15 [EG14_003]","LC Pit16 [EG14_003]","LC Pit17 [EG14_003]","LC Pit18 [EG14_003]","LC Pit19 [EG14_003]","LC Pit2 [EG14_003]","LC Pit3 [EG14_003]","LC Pit4 [EG14_003]","LC Pit5 [EG14_003]","LC Pit6 [EG14_003]","LC Pit7 [EG14_003]","LC Pit8 [EG14_003]","LC Pit9 [EG14_003]"
      66,          1.083333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.12,0.00,0.32,0.00,0.00,0.00,0.09,0.00,0.01,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.11,0.37,0.10,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.10,0.00,0.06,0.01,0.00,0.00,0.50,0.00,0.02,0.22,0.00,0.13,0.20,0.19,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      67,          1.100000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.12,0.00,0.31,0.00,0.00,0.00,0.08,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.11,0.37,0.10,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.09,0.00,0.05,0.00,0.00,0.00,0.50,0.00,0.01,0.22,0.00,0.11,0.20,0.19,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      68,          1.116667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.12,0.00,0.30,0.00,0.00,0.00,0.08,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.11,0.37,0.11,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.09,0.00,0.05,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.09,0.20,0.18,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      69,          1.133333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.12,0.00,0.29,0.00,0.00,0.00,0.08,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.11,0.36,0.11,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.09,0.00,0.05,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.07,0.21,0.17,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      70,          1.150000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.11,0.00,0.28,0.00,0.00,0.00,0.08,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.11,0.36,0.11,0.00,1.00,0.50,0.00,1.00,0.00,0.00,0.00,0.09,0.00,0.05,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.06,0.21,0.16,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      71,          1.166667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.11,0.00,0.27,0.00,0.00,0.00,0.07,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.11,0.36,0.12,0.00,1.00,0.50,0.00,1.00,0.01,0.00,0.00,0.09,0.00,0.04,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.04,0.21,0.16,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      72,          1.183333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.11,0.00,0.26,0.00,0.00,0.00,0.07,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.11,0.36,0.12,0.00,1.00,0.50,0.00,1.00,0.02,0.00,0.00,0.09,0.00,0.04,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.03,0.21,0.15,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      73,          1.200000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.11,0.00,0.25,0.00,0.00,0.00,0.07,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.11,0.36,0.12,0.00,1.00,0.50,0.00,1.00,0.02,0.00,0.00,0.09,0.00,0.04,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.02,0.21,0.14,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      74,          1.216667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.11,0.00,0.24,0.00,0.00,0.00,0.06,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.36,0.12,0.00,1.00,0.50,0.00,1.00,0.03,0.00,0.00,0.09,0.00,0.03,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.01,0.21,0.14,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      75,          1.233333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.11,0.00,0.24,0.00,0.00,0.00,0.06,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.36,0.13,0.00,1.00,0.50,0.00,1.00,0.03,0.00,0.00,0.09,0.00,0.03,0.00,0.00,0.00,0.50,0.00,0.00,0.22,0.00,0.00,0.21,0.13,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      76,          1.250000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.11,0.00,0.23,0.00,0.00,0.00,0.06,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.35,0.13,0.00,1.00,0.50,0.00,1.00,0.04,0.00,0.00,0.08,0.00,0.03,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.13,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      77,          1.266667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.11,0.00,0.23,0.00,0.00,0.00,0.06,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.35,0.13,0.00,1.00,0.50,0.00,1.00,0.03,0.00,0.00,0.08,0.00,0.03,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.12,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      78,          1.283333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.11,0.00,0.22,0.00,0.00,0.00,0.06,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.35,0.13,0.00,1.00,0.50,0.00,1.00,0.03,0.00,0.00,0.08,0.00,0.03,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.12,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      79,          1.300000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.11,0.00,0.22,0.00,0.00,0.00,0.05,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.35,0.13,0.00,1.00,0.50,0.00,1.00,0.03,0.00,0.00,0.08,0.00,0.03,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.12,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      80,          1.316667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.11,0.00,0.22,0.00,0.00,0.00,0.05,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.35,0.14,0.00,1.00,0.50,0.00,1.00,0.04,0.00,0.00,0.08,0.00,0.03,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.12,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      81,          1.333333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.11,0.00,0.21,0.00,0.00,0.00,0.05,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.35,0.14,0.00,1.00,0.50,0.00,1.00,0.04,0.00,0.00,0.08,0.00,0.02,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.12,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      82,          1.350000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.11,0.00,0.21,0.00,0.00,0.00,0.05,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.35,0.14,0.00,1.00,0.50,0.00,1.00,0.05,0.00,0.00,0.08,0.00,0.02,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.11,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      83,          1.366667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.11,0.00,0.21,0.00,0.00,0.00,0.05,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.35,0.14,0.00,1.00,0.50,0.00,1.00,0.05,0.00,0.00,0.08,0.00,0.02,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.11,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      84,          1.383333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.11,0.00,0.21,0.00,0.00,0.00,0.04,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.00,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.35,0.14,0.00,1.00,0.50,0.00,1.00,0.05,0.00,0.00,0.08,0.00,0.02,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.11,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      85,          1.400000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.20,0.00,0.00,0.00,0.04,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.35,0.14,0.00,1.00,0.50,0.00,1.00,0.05,0.00,0.00,0.08,0.00,0.02,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.11,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      86,          1.416667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.20,0.00,0.00,0.00,0.04,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.35,0.14,0.00,1.00,0.50,0.00,1.00,0.05,0.00,0.00,0.08,0.00,0.02,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.11,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      87,          1.433333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.20,0.00,0.00,0.00,0.04,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.35,0.14,0.00,1.00,0.50,0.00,1.00,0.05,0.00,0.00,0.08,0.00,0.02,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.11,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      88,          1.450000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.20,0.50,0.00,1.00,0.04,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.34,0.14,0.00,1.00,0.50,0.00,1.00,0.06,0.00,0.00,0.08,0.00,0.02,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.11,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      89,          1.466667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.19,0.50,0.00,1.00,0.04,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.34,0.15,0.00,1.00,0.50,0.00,1.00,0.05,0.00,0.00,0.08,0.00,0.02,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.10,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      90,          1.483333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.19,0.50,0.00,1.00,0.04,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.34,0.15,0.00,1.00,0.50,0.00,1.00,0.05,0.00,0.00,0.08,0.00,0.02,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.10,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      91,          1.500000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.19,0.50,0.00,1.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.34,0.15,0.00,1.00,0.50,0.00,1.00,0.05,0.00,0.00,0.08,0.00,0.02,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.10,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      92,          1.516667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.19,0.50,0.00,1.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.34,0.15,0.00,1.00,0.50,0.00,1.00,0.06,0.00,0.00,0.08,0.00,0.01,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.10,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      93,          1.533333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.18,0.50,0.00,1.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.10,0.34,0.15,0.00,1.00,0.50,0.00,1.00,0.06,0.00,0.00,0.08,0.00,0.01,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.10,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      94,          1.550000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.18,0.50,0.00,1.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.09,0.34,0.15,0.00,1.00,0.50,0.00,1.00,0.06,0.00,0.00,0.08,0.00,0.01,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.10,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      95,          1.566667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.18,0.50,0.00,1.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.09,0.34,0.15,0.00,1.00,0.50,0.00,1.00,0.06,0.00,0.00,0.07,0.00,0.01,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.10,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      96,          1.583333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.18,0.50,0.00,1.00,0.03,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.09,0.34,0.15,0.00,1.00,0.50,0.00,1.00,0.06,0.00,0.00,0.07,0.00,0.01,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.10,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      97,          1.600000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.18,0.50,0.00,1.00,0.02,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.09,0.34,0.15,0.00,1.00,0.50,0.00,1.00,0.06,0.00,0.00,0.07,0.00,0.01,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.10,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      98,          1.616667,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.17,0.50,0.00,1.00,0.02,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.09,0.34,0.15,0.00,1.00,0.50,0.00,1.00,0.07,0.00,0.00,0.07,0.00,0.01,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.10,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
      99,          1.633333,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.17,0.50,0.00,1.00,0.02,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.09,0.34,0.15,0.00,1.00,0.50,0.00,1.00,0.07,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.10,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
     100,          1.650000,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.24,0.00,0.00,0.10,0.00,0.17,0.50,0.00,1.00,0.02,0.00,0.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.50,0.00,1.00,0.23,0.09,0.34,0.15,0.00,1.00,0.50,0.00,1.00,0.07,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.23,0.00,0.00,0.22,0.09,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
