"EG14_003 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG14_003.tcf]","Time (h)","Q FC01.1_R [EG14_003]","Q FC01.2_R [EG14_003]","Q FC04.1_C [EG14_003]","Q Pipe0 [EG14_003]","Q Pipe1 [EG14_003]","Q Pipe10 [EG14_003]","Q Pipe11 [EG14_003]","Q Pipe12 [EG14_003]","Q Pipe13 [EG14_003]","Q Pipe14 [EG14_003]","Q Pipe15 [EG14_003]","Q Pipe16 [EG14_003]","Q Pipe17 [EG14_003]","Q Pipe19 [EG14_003]","Q Pipe2 [EG14_003]","Q Pipe3 [EG14_003]","Q Pipe4 [EG14_003]","Q Pipe5 [EG14_003]","Q Pipe6 [EG14_003]","Q Pipe7 [EG14_003]","Q Pipe8 [EG14_003]","Q Pipe9 [EG14_003]","Q Pit1 [EG14_003]","Q Pit10 [EG14_003]","Q Pit11 [EG14_003]","Q Pit12 [EG14_003]","Q Pit13 [EG14_003]","Q Pit14 [EG14_003]","Q Pit15 [EG14_003]","Q Pit16 [EG14_003]","Q Pit17 [EG14_003]","Q Pit18 [EG14_003]","Q Pit19 [EG14_003]","Q Pit2 [EG14_003]","Q Pit3 [EG14_003]","Q Pit4 [EG14_003]","Q Pit5 [EG14_003]","Q Pit6 [EG14_003]","Q Pit7 [EG14_003]","Q Pit8 [EG14_003]","Q Pit9 [EG14_003]"
     112,          1.850000,          29.815,          54.731,           0.000,           0.000,           0.003,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.009,          -0.004,           0.000,          -0.001,           0.002,           0.000,           0.002,           0.007,           0.014,          -0.031,          -0.009,          -0.009,          -0.009,          -0.009,          -0.009,          -0.011,          -0.016,          -0.030,          -0.036,          -0.040,          -0.029,          -0.024,          -0.022,          -0.021,          -0.025,          -0.019,          -0.013,          -0.010
     113,          1.866667,          28.438,          53.529,           0.000,           0.000,           0.003,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.008,          -0.004,           0.000,          -0.001,           0.002,           0.000,           0.002,           0.007,           0.014,          -0.030,          -0.009,          -0.009,          -0.009,          -0.009,          -0.009,          -0.011,          -0.015,          -0.030,          -0.036,          -0.039,          -0.028,          -0.024,          -0.021,          -0.020,          -0.024,          -0.018,          -0.013,          -0.010
     114,          1.883333,          26.692,          52.232,           0.000,           0.000,           0.002,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.008,          -0.004,           0.000,          -0.001,           0.002,           0.000,           0.002,           0.006,           0.013,          -0.030,          -0.009,          -0.009,          -0.009,          -0.009,          -0.009,          -0.011,          -0.015,          -0.029,          -0.035,          -0.038,          -0.028,          -0.023,          -0.021,          -0.020,          -0.024,          -0.018,          -0.012,          -0.010
     115,          1.900000,          25.039,          50.832,           0.000,           0.000,           0.002,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.008,          -0.004,           0.000,          -0.001,           0.002,           0.000,           0.002,           0.006,           0.013,          -0.029,          -0.009,          -0.009,          -0.009,          -0.009,          -0.009,          -0.011,          -0.015,          -0.029,          -0.034,          -0.038,          -0.027,          -0.023,          -0.020,          -0.019,          -0.023,          -0.018,          -0.012,          -0.009
     116,          1.916667,          23.646,          49.304,           0.000,           0.000,           0.002,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.008,          -0.004,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.006,           0.013,          -0.028,          -0.009,          -0.009,          -0.009,          -0.009,          -0.009,          -0.010,          -0.014,          -0.028,          -0.034,          -0.037,          -0.027,          -0.022,          -0.020,          -0.019,          -0.023,          -0.017,          -0.012,          -0.009
     117,          1.933333,          22.482,          47.632,           0.000,           0.000,           0.002,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.007,          -0.004,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.006,           0.012,          -0.028,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.010,          -0.014,          -0.027,          -0.033,          -0.036,          -0.026,          -0.022,          -0.019,          -0.019,          -0.022,          -0.017,          -0.012,          -0.009
     118,          1.950000,          21.512,          45.792,           0.000,           0.000,           0.002,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.007,          -0.003,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.006,           0.012,          -0.027,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.010,          -0.014,          -0.027,          -0.032,          -0.035,          -0.025,          -0.022,          -0.019,          -0.018,          -0.022,          -0.016,          -0.011,          -0.009
     119,          1.966667,          20.727,          43.757,           0.000,           0.000,           0.002,           0.003,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.007,          -0.003,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.005,           0.011,          -0.027,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.010,          -0.013,          -0.026,          -0.032,          -0.035,          -0.025,          -0.021,          -0.019,          -0.018,          -0.021,          -0.016,          -0.011,          -0.009
     120,          1.983333,          20.075,          41.512,           0.000,           0.000,           0.002,           0.003,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.007,          -0.003,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.005,           0.011,          -0.026,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.009,          -0.013,          -0.026,          -0.031,          -0.034,          -0.024,          -0.021,          -0.018,          -0.017,          -0.021,          -0.016,          -0.011,          -0.008
     121,          2.000000,          19.528,          39.203,           0.000,           0.000,           0.002,           0.003,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.007,          -0.003,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.005,           0.011,          -0.026,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.009,          -0.013,          -0.025,          -0.030,          -0.033,          -0.024,          -0.020,          -0.018,          -0.017,          -0.020,          -0.015,          -0.010,          -0.008
     122,          2.016667,          19.069,          36.894,           0.000,           0.000,           0.002,           0.003,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.007,          -0.003,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.005,           0.011,          -0.026,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.009,          -0.013,          -0.025,          -0.031,          -0.033,          -0.024,          -0.020,          -0.018,          -0.017,          -0.020,          -0.015,          -0.011,          -0.008
     123,          2.033334,          18.628,          34.643,           0.000,           0.000,           0.002,           0.003,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.007,          -0.003,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.005,           0.011,          -0.026,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.009,          -0.013,          -0.026,          -0.031,          -0.034,          -0.024,          -0.021,          -0.018,          -0.017,          -0.021,          -0.016,          -0.011,          -0.008
     124,          2.050000,          18.203,          32.537,           0.000,           0.000,           0.002,           0.003,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.007,          -0.003,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.005,           0.011,          -0.026,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.010,          -0.013,          -0.026,          -0.031,          -0.034,          -0.025,          -0.021,          -0.018,          -0.018,          -0.021,          -0.016,          -0.011,          -0.008
     125,          2.066667,          17.776,          30.554,           0.000,           0.000,           0.002,           0.003,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.007,          -0.003,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.005,           0.011,          -0.027,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.010,          -0.013,          -0.026,          -0.032,          -0.035,          -0.025,          -0.021,          -0.019,          -0.018,          -0.021,          -0.016,          -0.011,          -0.009
     126,          2.083333,          17.339,          28.691,           0.000,           0.000,           0.002,           0.003,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.007,          -0.003,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.005,           0.012,          -0.027,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.010,          -0.014,          -0.026,          -0.032,          -0.035,          -0.025,          -0.021,          -0.019,          -0.018,          -0.021,          -0.016,          -0.011,          -0.009
     127,          2.100000,          16.900,          26.958,           0.000,           0.000,           0.002,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.007,          -0.003,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.005,           0.012,          -0.027,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.010,          -0.014,          -0.027,          -0.032,          -0.035,          -0.025,          -0.021,          -0.019,          -0.018,          -0.022,          -0.016,          -0.011,          -0.009
     128,          2.116667,          16.450,          25.384,           0.000,           0.000,           0.002,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.007,          -0.003,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.006,           0.012,          -0.028,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.010,          -0.014,          -0.027,          -0.033,          -0.036,          -0.026,          -0.022,          -0.019,          -0.018,          -0.022,          -0.017,          -0.011,          -0.009
     129,          2.133333,          15.974,          23.988,           0.000,           0.000,           0.002,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.007,          -0.004,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.006,           0.012,          -0.028,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.010,          -0.014,          -0.027,          -0.033,          -0.036,          -0.026,          -0.022,          -0.019,          -0.019,          -0.022,          -0.017,          -0.011,          -0.009
     130,          2.150000,          15.475,          22.739,           0.000,           0.000,           0.002,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.008,          -0.004,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.006,           0.012,          -0.028,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.010,          -0.014,          -0.028,          -0.033,          -0.036,          -0.026,          -0.022,          -0.020,          -0.019,          -0.022,          -0.017,          -0.012,          -0.009
     131,          2.166667,          14.960,          21.672,           0.000,           0.000,           0.002,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.008,          -0.004,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.006,           0.012,          -0.028,          -0.009,          -0.009,          -0.009,          -0.008,          -0.009,          -0.010,          -0.014,          -0.028,          -0.034,          -0.037,          -0.026,          -0.022,          -0.020,          -0.019,          -0.023,          -0.017,          -0.012,          -0.009
     132,          2.183333,          14.465,          20.777,           0.000,           0.000,           0.002,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.008,          -0.004,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.006,           0.013,          -0.029,          -0.009,          -0.009,          -0.009,          -0.009,          -0.009,          -0.011,          -0.014,          -0.028,          -0.034,          -0.037,          -0.027,          -0.023,          -0.020,          -0.019,          -0.023,          -0.017,          -0.012,          -0.009
     133,          2.200000,          13.955,          19.984,           0.000,           0.000,           0.002,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.008,          -0.004,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.006,           0.013,          -0.029,          -0.009,          -0.009,          -0.009,          -0.009,          -0.009,          -0.011,          -0.015,          -0.028,          -0.034,          -0.037,          -0.027,          -0.023,          -0.020,          -0.019,          -0.023,          -0.017,          -0.012,          -0.009
     134,          2.216667,          13.538,          19.257,           0.000,           0.000,           0.002,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.008,          -0.004,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.006,           0.013,          -0.029,          -0.009,          -0.009,          -0.009,          -0.009,          -0.009,          -0.011,          -0.015,          -0.029,          -0.034,          -0.038,          -0.027,          -0.023,          -0.020,          -0.020,          -0.023,          -0.018,          -0.012,          -0.009
     135,          2.233333,          13.200,          18.607,           0.000,           0.000,           0.002,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.008,          -0.004,           0.000,          -0.001,           0.002,           0.000,           0.002,           0.006,           0.013,          -0.029,          -0.009,          -0.009,          -0.009,          -0.009,          -0.009,          -0.011,          -0.015,          -0.029,          -0.035,          -0.038,          -0.027,          -0.023,          -0.021,          -0.020,          -0.024,          -0.018,          -0.012,          -0.010
     136,          2.250000,          12.908,          18.036,           0.000,           0.000,           0.003,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.008,          -0.004,           0.000,          -0.001,           0.002,           0.000,           0.002,           0.006,           0.013,          -0.030,          -0.009,          -0.009,          -0.009,          -0.009,          -0.009,          -0.011,          -0.015,          -0.029,          -0.035,          -0.038,          -0.028,          -0.023,          -0.021,          -0.020,          -0.024,          -0.018,          -0.012,          -0.010
     137,          2.266667,          12.657,          17.517,           0.000,           0.000,           0.002,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.008,          -0.004,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.006,           0.013,          -0.029,          -0.009,          -0.009,          -0.009,          -0.009,          -0.009,          -0.011,          -0.015,          -0.029,          -0.035,          -0.038,          -0.027,          -0.023,          -0.020,          -0.020,          -0.023,          -0.018,          -0.012,          -0.010
     138,          2.283334,          12.434,          17.014,           0.000,           0.000,           0.002,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.008,          -0.004,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.006,           0.013,          -0.029,          -0.009,          -0.009,          -0.009,          -0.009,          -0.009,          -0.011,          -0.014,          -0.028,          -0.034,          -0.037,          -0.027,          -0.023,          -0.020,          -0.019,          -0.023,          -0.017,          -0.012,          -0.009
     139,          2.300000,          12.201,          16.525,           0.000,           0.000,           0.002,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.008,          -0.004,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.006,           0.012,          -0.028,          -0.008,          -0.008,          -0.008,          -0.008,          -0.009,          -0.010,          -0.014,          -0.028,          -0.033,          -0.037,          -0.026,          -0.022,          -0.020,          -0.019,          -0.023,          -0.017,          -0.012,          -0.009
     140,          2.316667,          11.979,          16.075,           0.000,           0.000,           0.002,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.007,          -0.004,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.006,           0.012,          -0.028,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.010,          -0.014,          -0.027,          -0.033,          -0.036,          -0.026,          -0.022,          -0.019,          -0.019,          -0.022,          -0.017,          -0.011,          -0.009
     141,          2.333333,          11.733,          15.640,           0.000,           0.000,           0.002,           0.004,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.007,          -0.003,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.005,           0.012,          -0.027,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.010,          -0.014,          -0.027,          -0.032,          -0.035,          -0.025,          -0.022,          -0.019,          -0.018,          -0.022,          -0.016,          -0.011,          -0.009
     142,          2.350000,          11.478,          15.223,           0.000,           0.000,           0.002,           0.003,           0.000,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.007,          -0.003,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.005,           0.011,          -0.027,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.010,          -0.013,          -0.026,          -0.032,          -0.035,          -0.025,          -0.021,          -0.019,          -0.018,          -0.021,          -0.016,          -0.011,          -0.009
     143,          2.366667,          11.269,          14.880,           0.000,           0.000,           0.002,           0.003,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.007,          -0.003,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.005,           0.011,          -0.026,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.009,          -0.013,          -0.026,          -0.031,          -0.034,          -0.024,          -0.021,          -0.018,          -0.018,          -0.021,          -0.016,          -0.011,          -0.008
     144,          2.383333,          11.025,          14.518,           0.000,           0.000,           0.002,           0.003,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.007,          -0.003,           0.000,          -0.001,           0.002,           0.000,           0.001,           0.005,           0.011,          -0.026,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.009,          -0.013,          -0.025,          -0.031,          -0.033,          -0.024,          -0.020,          -0.018,          -0.017,          -0.020,          -0.015,          -0.010,          -0.008
     145,          2.400000,          10.814,          14.196,           0.000,           0.000,           0.002,           0.003,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.007,          -0.003,           0.000,          -0.001,           0.001,           0.000,           0.001,           0.005,           0.011,          -0.025,          -0.008,          -0.008,          -0.008,          -0.008,          -0.008,          -0.009,          -0.013,          -0.025,          -0.030,          -0.033,          -0.024,          -0.020,          -0.018,          -0.017,          -0.020,          -0.015,          -0.010,          -0.008
     146,          2.416667,          10.602,          13.860,           0.000,           0.000,           0.002,           0.003,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.006,          -0.003,           0.000,          -0.001,           0.001,           0.000,           0.001,           0.005,           0.010,          -0.025,          -0.007,          -0.007,          -0.007,          -0.007,          -0.007,          -0.009,          -0.012,          -0.024,          -0.029,          -0.032,          -0.023,          -0.020,          -0.017,          -0.017,          -0.020,          -0.015,          -0.010,          -0.008
     147,          2.433333,          10.417,          13.540,           0.000,           0.000,           0.002,           0.003,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.006,          -0.003,           0.000,          -0.001,           0.001,           0.000,           0.001,           0.004,           0.010,          -0.024,          -0.007,          -0.007,          -0.007,          -0.007,          -0.007,          -0.009,          -0.012,          -0.024,          -0.029,          -0.032,          -0.023,          -0.019,          -0.017,          -0.016,          -0.019,          -0.014,          -0.010,          -0.008
     148,          2.450000,          10.255,          13.239,           0.000,           0.000,           0.002,           0.003,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.006,          -0.003,           0.000,          -0.001,           0.001,           0.000,           0.001,           0.004,           0.010,          -0.024,          -0.007,          -0.007,          -0.007,          -0.007,          -0.007,          -0.008,          -0.012,          -0.023,          -0.028,          -0.031,          -0.022,          -0.019,          -0.016,          -0.016,          -0.019,          -0.014,          -0.010,          -0.007
     149,          2.466667,          10.095,          12.965,           0.000,           0.000,           0.002,           0.003,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.006,          -0.003,           0.000,          -0.001,           0.001,           0.000,           0.001,           0.004,           0.009,          -0.023,          -0.007,          -0.007,          -0.007,          -0.007,          -0.007,          -0.008,          -0.012,          -0.023,          -0.028,          -0.030,          -0.022,          -0.018,          -0.016,          -0.016,          -0.018,          -0.014,          -0.009,          -0.007
     150,          2.483333,           9.890,          12.708,           0.000,           0.000,           0.001,           0.003,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.006,          -0.003,           0.000,          -0.001,           0.001,           0.000,           0.001,           0.004,           0.009,          -0.023,          -0.007,          -0.007,          -0.007,          -0.007,          -0.007,          -0.008,          -0.011,          -0.022,          -0.027,          -0.030,          -0.021,          -0.018,          -0.016,          -0.015,          -0.018,          -0.013,          -0.009,          -0.007
     151,          2.500000,           9.663,          12.458,           0.000,           0.000,           0.001,           0.002,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.005,          -0.003,           0.000,          -0.001,           0.001,           0.000,           0.001,           0.004,           0.009,          -0.022,          -0.007,          -0.007,          -0.007,          -0.007,          -0.007,          -0.008,          -0.011,          -0.022,          -0.027,          -0.029,          -0.021,          -0.018,          -0.015,          -0.015,          -0.017,          -0.013,          -0.009,          -0.007
     152,          2.516667,           9.433,          12.221,           0.000,           0.000,           0.001,           0.002,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.005,          -0.003,           0.000,          -0.001,           0.001,           0.000,           0.001,           0.004,           0.009,          -0.022,          -0.007,          -0.007,          -0.007,          -0.007,          -0.007,          -0.008,          -0.011,          -0.022,          -0.026,          -0.029,          -0.021,          -0.018,          -0.015,          -0.015,          -0.017,          -0.013,          -0.009,          -0.007
     153,          2.533334,           9.199,          11.990,           0.000,           0.000,           0.001,           0.002,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.005,          -0.003,           0.000,          -0.000,           0.001,           0.000,           0.001,           0.004,           0.009,          -0.022,          -0.006,          -0.006,          -0.006,          -0.006,          -0.006,          -0.008,          -0.011,          -0.021,          -0.026,          -0.028,          -0.020,          -0.017,          -0.015,          -0.014,          -0.017,          -0.013,          -0.009,          -0.007
     154,          2.550000,           8.987,          11.771,           0.000,           0.000,           0.001,           0.002,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.005,          -0.002,           0.000,          -0.000,           0.001,           0.000,           0.001,           0.003,           0.008,          -0.021,          -0.006,          -0.006,          -0.006,          -0.006,          -0.006,          -0.007,          -0.011,          -0.021,          -0.026,          -0.028,          -0.020,          -0.017,          -0.015,          -0.014,          -0.017,          -0.013,          -0.008,          -0.007
     155,          2.566667,           8.768,          11.563,           0.000,           0.000,           0.001,           0.002,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.005,          -0.002,           0.000,          -0.000,           0.001,           0.000,           0.001,           0.003,           0.008,          -0.021,          -0.006,          -0.006,          -0.006,          -0.006,          -0.006,          -0.007,          -0.010,          -0.021,          -0.025,          -0.028,          -0.020,          -0.017,          -0.014,          -0.014,          -0.016,          -0.012,          -0.008,          -0.006
     156,          2.583333,           8.527,          11.349,           0.000,           0.000,           0.001,           0.002,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.005,          -0.002,           0.000,          -0.000,           0.001,           0.000,           0.000,           0.003,           0.008,          -0.021,          -0.006,          -0.006,          -0.006,          -0.006,          -0.006,          -0.007,          -0.010,          -0.021,          -0.025,          -0.027,          -0.020,          -0.017,          -0.014,          -0.014,          -0.016,          -0.012,          -0.008,          -0.006
     157,          2.600000,           8.268,          11.163,           0.000,           0.000,           0.001,           0.002,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.005,          -0.002,           0.000,          -0.000,           0.001,           0.000,           0.000,           0.003,           0.008,          -0.020,          -0.006,          -0.006,          -0.006,          -0.006,          -0.006,          -0.007,          -0.010,          -0.020,          -0.024,          -0.027,          -0.019,          -0.016,          -0.014,          -0.014,          -0.016,          -0.012,          -0.008,          -0.006
     158,          2.616667,           8.028,          10.943,           0.000,           0.000,           0.001,           0.002,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.005,          -0.002,           0.000,          -0.000,           0.001,           0.000,           0.000,           0.003,           0.008,          -0.020,          -0.006,          -0.006,          -0.006,          -0.006,          -0.006,          -0.007,          -0.010,          -0.020,          -0.024,          -0.026,          -0.019,          -0.016,          -0.014,          -0.013,          -0.016,          -0.012,          -0.008,          -0.006
     159,          2.633333,           7.817,          10.710,           0.000,           0.000,           0.001,           0.002,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.005,          -0.002,           0.000,          -0.000,           0.001,           0.000,           0.000,           0.003,           0.008,          -0.020,          -0.006,          -0.006,          -0.006,          -0.006,          -0.006,          -0.007,          -0.010,          -0.020,          -0.024,          -0.026,          -0.019,          -0.016,          -0.014,          -0.013,          -0.015,          -0.012,          -0.008,          -0.006
     160,          2.650000,           7.645,          10.483,           0.000,           0.000,           0.001,           0.002,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.005,          -0.002,           0.000,          -0.000,           0.001,           0.000,           0.000,           0.003,           0.007,          -0.019,          -0.006,          -0.006,          -0.006,          -0.006,          -0.006,          -0.007,          -0.009,          -0.019,          -0.023,          -0.026,          -0.018,          -0.016,          -0.013,          -0.013,          -0.015,          -0.011,          -0.008,          -0.006
     161,          2.666667,           7.442,          10.258,           0.000,           0.000,           0.001,           0.002,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.004,          -0.002,           0.000,          -0.000,           0.001,           0.000,           0.000,           0.003,           0.007,          -0.019,          -0.006,          -0.006,          -0.006,          -0.006,          -0.006,          -0.007,          -0.009,          -0.019,          -0.023,          -0.025,          -0.018,          -0.015,          -0.013,          -0.013,          -0.015,          -0.011,          -0.007,          -0.006
     162,          2.683333,           7.251,          10.043,           0.000,           0.000,           0.001,           0.002,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.004,          -0.002,           0.000,          -0.000,           0.001,           0.000,           0.000,           0.003,           0.007,          -0.019,          -0.006,          -0.006,          -0.006,          -0.006,          -0.006,          -0.006,          -0.009,          -0.019,          -0.023,          -0.025,          -0.018,          -0.015,          -0.013,          -0.013,          -0.015,          -0.011,          -0.007,          -0.006
     163,          2.700000,           7.069,           9.811,           0.000,           0.000,           0.001,           0.002,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.004,          -0.002,           0.000,          -0.000,           0.001,           0.000,           0.000,           0.003,           0.007,          -0.019,          -0.006,          -0.006,          -0.006,          -0.006,          -0.006,          -0.006,          -0.009,          -0.018,          -0.022,          -0.024,          -0.018,          -0.015,          -0.013,          -0.012,          -0.014,          -0.011,          -0.007,          -0.006
     164,          2.716667,           6.876,           9.580,           0.000,           0.000,           0.001,           0.002,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.004,          -0.002,           0.000,          -0.000,           0.001,           0.000,           0.000,           0.003,           0.007,          -0.018,          -0.005,          -0.005,          -0.005,          -0.005,          -0.005,          -0.006,          -0.009,          -0.018,          -0.022,          -0.024,          -0.017,          -0.015,          -0.012,          -0.012,          -0.014,          -0.011,          -0.007,          -0.005
     165,          2.733334,           6.671,           9.359,           0.000,           0.000,           0.001,           0.002,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.004,          -0.002,           0.000,          -0.000,           0.001,           0.000,           0.000,           0.002,           0.007,          -0.018,          -0.005,          -0.005,          -0.005,          -0.005,          -0.005,          -0.006,          -0.009,          -0.018,          -0.022,          -0.024,          -0.017,          -0.014,          -0.012,          -0.012,          -0.014,          -0.010,          -0.007,          -0.005
     166,          2.750000,           6.464,           9.152,           0.000,           0.000,           0.001,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.004,          -0.002,           0.000,          -0.000,           0.001,           0.000,           0.000,           0.002,           0.006,          -0.018,          -0.005,          -0.005,          -0.005,          -0.005,          -0.005,          -0.006,          -0.009,          -0.017,          -0.021,          -0.023,          -0.017,          -0.014,          -0.012,          -0.012,          -0.014,          -0.010,          -0.007,          -0.005
     167,          2.766667,           6.247,           8.947,           0.000,           0.000,           0.001,           0.001,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.000,           0.004,          -0.002,           0.000,          -0.000,           0.001,           0.000,           0.000,           0.002,           0.006,          -0.017,          -0.005,          -0.005,          -0.005,          -0.005,          -0.005,          -0.006,          -0.008,          -0.017,          -0.021,          -0.023,          -0.017,          -0.014,          -0.012,          -0.012,          -0.013,          -0.010,          -0.007,          -0.005
