"EG14_002 [e:\temp\TUFLOW_Example_Model_Dataset\TUFLOW\runs\EG14_002.tcf]","Time (h)","Q ds1 [EG14_002]","Q ds2 [EG14_002]","Q ds3 [EG14_002]","Q ds4 [EG14_002]","Q ds5 [EG14_002]","Q ds_weir [EG14_002]","Q FC01.01 [EG14_002]","Q FC01.02 [EG14_002]","Q FC01.03 [EG14_002]","Q FC01.04 [EG14_002]","Q FC01.05 [EG14_002]","Q FC01.06 [EG14_002]","Q FC01.07 [EG14_002]","Q FC01.08 [EG14_002]","Q FC01.09 [EG14_002]","Q FC01.12 [EG14_002]","Q FC01.13 [EG14_002]","Q FC01.14 [EG14_002]","Q FC01.15 [EG14_002]","Q FC01.16 [EG14_002]","Q FC01.17 [EG14_002]","Q FC01.18 [EG14_002]","Q FC01.19 [EG14_002]","Q FC01.1_R [EG14_002]","Q FC01.20 [EG14_002]","Q FC01.21 [EG14_002]","Q FC01.22 [EG14_002]","Q FC01.23 [EG14_002]","Q FC01.24 [EG14_002]","Q FC01.25 [EG14_002]","Q FC01.26 [EG14_002]","Q FC01.27 [EG14_002]","Q FC01.28A [EG14_002]","Q FC01.28B [EG14_002]","Q FC01.29 [EG14_002]","Q FC01.2_R [EG14_002]","Q FC01.30 [EG14_002]","Q FC01.31 [EG14_002]","Q FC01.32 [EG14_002]","Q FC01.33 [EG14_002]","Q FC01.34 [EG14_002]","Q FC01.36 [EG14_002]","Q FC01.37 [EG14_002]","Q FC01.38 [EG14_002]","Q FC01.39 [EG14_002]","Q FC01.40 [EG14_002]","Q FC02.01 [EG14_002]","Q FC02.02 [EG14_002]","Q FC02.03 [EG14_002]","Q FC02.04 [EG14_002]","Q FC02.05 [EG14_002]","Q FC02.06 [EG14_002]","Q FC_weir1 [EG14_002]","Q RD_weir [EG14_002]"
      90,          1.483333,           3.180,           3.235,           3.351,           3.338,           2.584,           0.203,           3.142,           3.108,           3.079,           3.041,           2.992,           2.913,           2.843,           2.783,           2.700,           2.600,           2.541,           2.457,           2.383,           2.290,           2.185,           2.090,           2.001,           0.730,           1.909,           1.815,           1.724,           1.664,           1.326,           1.278,           1.226,           1.176,           1.127,           1.073,           1.018,           2.662,           0.964,           0.912,           0.863,           0.000,           0.773,           0.554,           0.373,           0.186,           0.000,           0.000,           0.285,           0.232,           0.188,           0.146,           0.099,           0.041,           0.820,           0.000
      91,          1.500000,           3.090,           3.142,           3.252,           3.230,           2.463,           0.183,           3.054,           3.021,           2.993,           2.956,           2.909,           2.835,           2.766,           2.709,           2.631,           2.535,           2.477,           2.396,           2.325,           2.235,           2.134,           2.042,           1.956,           0.719,           1.867,           1.777,           1.689,           1.631,           1.301,           1.254,           1.203,           1.154,           1.106,           1.054,           1.001,           2.596,           0.949,           0.898,           0.851,           0.000,           0.763,           0.546,           0.367,           0.183,           0.000,           0.000,           0.279,           0.228,           0.184,           0.143,           0.097,           0.041,           0.808,           0.000
      92,          1.516667,           3.004,           3.054,           3.158,           3.130,           2.439,           0.195,           2.969,           2.939,           2.911,           2.877,           2.831,           2.761,           2.695,           2.641,           2.566,           2.473,           2.417,           2.339,           2.270,           2.183,           2.085,           1.997,           1.914,           0.707,           1.828,           1.741,           1.656,           1.600,           1.277,           1.231,           1.181,           1.134,           1.088,           1.037,           0.986,           2.533,           0.934,           0.884,           0.837,           0.000,           0.749,           0.537,           0.361,           0.180,           0.000,           0.000,           0.274,           0.223,           0.181,           0.140,           0.094,           0.040,           0.795,           0.000
      93,          1.533333,           2.923,           2.972,           3.068,           3.041,           2.341,           0.165,           2.890,           2.860,           2.834,           2.801,           2.758,           2.690,           2.627,           2.576,           2.504,           2.416,           2.361,           2.285,           2.217,           2.134,           2.040,           1.953,           1.872,           0.692,           1.789,           1.707,           1.624,           1.570,           1.254,           1.209,           1.160,           1.115,           1.069,           1.020,           0.969,           2.473,           0.918,           0.869,           0.822,           0.000,           0.734,           0.527,           0.354,           0.176,           0.000,           0.000,           0.268,           0.219,           0.176,           0.137,           0.091,           0.039,           0.781,           0.000
      94,          1.550000,           2.847,           2.893,           2.983,           2.950,           2.269,           0.166,           2.815,           2.786,           2.761,           2.729,           2.688,           2.623,           2.563,           2.514,           2.446,           2.360,           2.306,           2.233,           2.168,           2.086,           1.995,           1.912,           1.833,           0.677,           1.753,           1.672,           1.592,           1.539,           1.231,           1.187,           1.140,           1.095,           1.051,           1.002,           0.952,           2.416,           0.901,           0.851,           0.805,           0.000,           0.718,           0.516,           0.348,           0.173,           0.000,           0.000,           0.262,           0.213,           0.172,           0.134,           0.088,           0.038,           0.764,           0.000
      95,          1.566667,           2.774,           2.819,           2.902,           2.868,           2.218,           0.196,           2.743,           2.716,           2.692,           2.661,           2.621,           2.559,           2.502,           2.455,           2.389,           2.306,           2.254,           2.183,           2.120,           2.041,           1.953,           1.872,           1.795,           0.662,           1.717,           1.637,           1.560,           1.509,           1.208,           1.166,           1.119,           1.075,           1.032,           0.984,           0.934,           2.360,           0.882,           0.832,           0.786,           0.000,           0.702,           0.505,           0.340,           0.169,           0.000,           0.000,           0.255,           0.208,           0.168,           0.131,           0.087,           0.037,           0.747,           0.000
      96,          1.583333,           2.705,           2.749,           2.826,           2.791,           2.144,           0.168,           2.675,           2.649,           2.626,           2.596,           2.559,           2.498,           2.443,           2.398,           2.335,           2.254,           2.205,           2.135,           2.075,           1.997,           1.910,           1.832,           1.757,           0.646,           1.680,           1.604,           1.528,           1.478,           1.185,           1.143,           1.098,           1.054,           1.012,           0.964,           0.914,           2.307,           0.862,           0.813,           0.768,           0.000,           0.685,           0.493,           0.332,           0.165,           0.000,           0.000,           0.249,           0.203,           0.164,           0.128,           0.087,           0.036,           0.729,           0.000
      97,          1.600000,           2.639,           2.681,           2.753,           2.716,           2.075,           0.156,           2.611,           2.585,           2.563,           2.535,           2.498,           2.441,           2.387,           2.342,           2.282,           2.204,           2.156,           2.088,           2.029,           1.953,           1.868,           1.791,           1.719,           0.626,           1.644,           1.569,           1.495,           1.447,           1.160,           1.119,           1.075,           1.032,           0.990,           0.942,           0.893,           2.254,           0.841,           0.792,           0.747,           0.000,           0.665,           0.480,           0.324,           0.160,           0.000,           0.000,           0.243,           0.198,           0.160,           0.125,           0.086,           0.035,           0.709,           0.000
      98,          1.616667,           2.576,           2.617,           2.684,           2.641,           2.019,           0.173,           2.549,           2.525,           2.503,           2.475,           2.440,           2.383,           2.331,           2.289,           2.230,           2.154,           2.107,           2.041,           1.984,           1.910,           1.827,           1.751,           1.680,           0.606,           1.607,           1.533,           1.460,           1.413,           1.134,           1.094,           1.050,           1.008,           0.967,           0.919,           0.869,           2.202,           0.818,           0.769,           0.723,           0.000,           0.643,           0.466,           0.314,           0.155,           0.000,           0.000,           0.236,           0.192,           0.155,           0.122,           0.084,           0.033,           0.687,           0.000
      99,          1.633333,           2.516,           2.556,           2.617,           2.576,           1.999,           0.136,           2.489,           2.465,           2.444,           2.418,           2.383,           2.329,           2.278,           2.236,           2.179,           2.105,           2.060,           1.995,           1.940,           1.867,           1.786,           1.711,           1.642,           0.583,           1.571,           1.497,           1.423,           1.378,           1.105,           1.066,           1.023,           0.981,           0.941,           0.894,           0.844,           2.152,           0.792,           0.742,           0.697,           0.000,           0.619,           0.450,           0.304,           0.149,           0.000,           0.000,           0.230,           0.186,           0.151,           0.119,           0.081,           0.031,           0.661,           0.000
     100,          1.650000,           2.458,           2.497,           2.555,           2.513,           1.953,           0.159,           2.432,           2.409,           2.389,           2.363,           2.329,           2.276,           2.226,           2.184,           2.128,           2.056,           2.013,           1.950,           1.895,           1.825,           1.745,           1.672,           1.602,           0.559,           1.531,           1.458,           1.384,           1.340,           1.075,           1.037,           0.994,           0.954,           0.914,           0.867,           0.817,           2.101,           0.764,           0.714,           0.670,           0.000,           0.594,           0.432,           0.293,           0.143,           0.000,           0.000,           0.223,           0.180,           0.146,           0.116,           0.079,           0.030,           0.636,           0.000
     101,          1.666667,           2.402,           2.440,           2.495,           2.453,           1.900,           0.125,           2.377,           2.355,           2.334,           2.309,           2.276,           2.223,           2.174,           2.133,           2.078,           2.007,           1.965,           1.904,           1.851,           1.782,           1.702,           1.630,           1.561,           0.534,           1.491,           1.417,           1.343,           1.300,           1.042,           1.006,           0.963,           0.924,           0.885,           0.837,           0.787,           2.051,           0.734,           0.685,           0.642,           0.000,           0.568,           0.414,           0.281,           0.137,           0.000,           0.000,           0.215,           0.173,           0.142,           0.113,           0.077,           0.028,           0.609,           0.000
     102,          1.683333,           2.347,           2.385,           2.436,           2.393,           1.853,           0.150,           2.322,           2.300,           2.281,           2.256,           2.224,           2.172,           2.124,           2.084,           2.029,           1.961,           1.920,           1.859,           1.807,           1.738,           1.658,           1.587,           1.518,           0.515,           1.448,           1.376,           1.303,           1.260,           1.010,           0.974,           0.932,           0.893,           0.854,           0.807,           0.757,           2.003,           0.706,           0.658,           0.617,           0.000,           0.547,           0.398,           0.269,           0.131,           0.000,           0.000,           0.209,           0.168,           0.138,           0.110,           0.075,           0.027,           0.585,           0.000
     103,          1.700000,           2.295,           2.332,           2.379,           2.337,           1.796,           0.151,           2.270,           2.248,           2.229,           2.205,           2.173,           2.123,           2.075,           2.036,           1.983,           1.916,           1.875,           1.815,           1.763,           1.695,           1.616,           1.545,           1.476,           0.498,           1.407,           1.336,           1.263,           1.221,           0.978,           0.942,           0.902,           0.863,           0.825,           0.778,           0.729,           1.958,           0.679,           0.634,           0.596,           0.000,           0.529,           0.384,           0.259,           0.126,           0.000,           0.000,           0.204,           0.164,           0.135,           0.108,           0.073,           0.027,           0.566,           0.000
     104,          1.716667,           2.243,           2.281,           2.326,           2.283,           1.741,           0.129,           2.220,           2.198,           2.179,           2.155,           2.124,           2.074,           2.028,           1.989,           1.937,           1.871,           1.831,           1.772,           1.720,           1.653,           1.574,           1.504,           1.436,           0.484,           1.367,           1.297,           1.224,           1.184,           0.948,           0.912,           0.872,           0.834,           0.796,           0.750,           0.703,           1.913,           0.657,           0.614,           0.578,           0.000,           0.514,           0.371,           0.250,           0.122,           0.000,           0.000,           0.198,           0.160,           0.132,           0.105,           0.072,           0.026,           0.548,           0.000
     105,          1.733333,           2.193,           2.230,           2.274,           2.232,           1.696,           0.141,           2.170,           2.149,           2.130,           2.106,           2.076,           2.026,           1.981,           1.944,           1.892,           1.827,           1.788,           1.729,           1.678,           1.611,           1.533,           1.464,           1.397,           0.471,           1.329,           1.260,           1.188,           1.149,           0.918,           0.883,           0.843,           0.805,           0.769,           0.725,           0.680,           1.868,           0.637,           0.596,           0.562,           0.000,           0.500,           0.361,           0.243,           0.118,           0.000,           0.000,           0.194,           0.157,           0.129,           0.102,           0.071,           0.026,           0.533,           0.000
     106,          1.750000,           2.144,           2.180,           2.221,           2.176,           1.689,           0.130,           2.121,           2.101,           2.082,           2.059,           2.029,           1.981,           1.936,           1.899,           1.848,           1.783,           1.744,           1.687,           1.636,           1.571,           1.495,           1.425,           1.359,           0.460,           1.291,           1.224,           1.153,           1.114,           0.889,           0.854,           0.815,           0.779,           0.744,           0.702,           0.660,           1.823,           0.619,           0.581,           0.547,           0.000,           0.488,           0.351,           0.236,           0.115,           0.000,           0.000,           0.190,           0.153,           0.125,           0.099,           0.069,           0.025,           0.519,           0.000
     107,          1.766667,           2.096,           2.133,           2.171,           2.128,           1.625,           0.131,           2.073,           2.053,           2.035,           2.013,           1.983,           1.936,           1.891,           1.854,           1.804,           1.740,           1.702,           1.645,           1.596,           1.531,           1.454,           1.386,           1.320,           0.448,           1.254,           1.188,           1.118,           1.081,           0.861,           0.828,           0.790,           0.755,           0.722,           0.682,           0.642,           1.779,           0.603,           0.567,           0.534,           0.000,           0.475,           0.342,           0.230,           0.112,           0.000,           0.000,           0.184,           0.149,           0.122,           0.097,           0.066,           0.025,           0.507,           0.000
     108,          1.783333,           2.050,           2.087,           2.122,           2.075,           1.601,           0.131,           2.028,           2.007,           1.990,           1.968,           1.938,           1.891,           1.847,           1.810,           1.760,           1.697,           1.660,           1.604,           1.555,           1.491,           1.415,           1.347,           1.282,           0.435,           1.217,           1.152,           1.084,           1.048,           0.835,           0.803,           0.767,           0.734,           0.701,           0.664,           0.625,           1.736,           0.587,           0.552,           0.520,           0.000,           0.462,           0.333,           0.223,           0.108,           0.000,           0.000,           0.179,           0.145,           0.119,           0.094,           0.066,           0.024,           0.493,           0.000
     109,          1.800000,           2.005,           2.042,           2.074,           2.032,           1.584,           0.131,           1.983,           1.963,           1.945,           1.923,           1.894,           1.847,           1.803,           1.766,           1.717,           1.655,           1.618,           1.562,           1.514,           1.451,           1.377,           1.309,           1.244,           0.422,           1.180,           1.117,           1.051,           1.016,           0.811,           0.780,           0.745,           0.713,           0.682,           0.646,           0.609,           1.693,           0.571,           0.536,           0.504,           0.000,           0.448,           0.323,           0.217,           0.105,           0.000,           0.000,           0.174,           0.141,           0.115,           0.092,           0.061,           0.023,           0.478,           0.000
     110,          1.816667,           1.961,           1.998,           2.029,           1.986,           1.560,           0.132,           1.939,           1.919,           1.901,           1.879,           1.850,           1.804,           1.760,           1.723,           1.674,           1.613,           1.577,           1.522,           1.475,           1.413,           1.339,           1.272,           1.209,           0.409,           1.146,           1.084,           1.019,           0.986,           0.787,           0.758,           0.724,           0.694,           0.663,           0.628,           0.592,           1.649,           0.555,           0.520,           0.489,           0.000,           0.434,           0.313,           0.210,           0.102,           0.000,           0.000,           0.168,           0.137,           0.112,           0.089,           0.059,           0.022,           0.464,           0.000
     111,          1.833333,           1.917,           1.954,           1.983,           1.940,           1.495,           0.109,           1.895,           1.875,           1.857,           1.836,           1.807,           1.761,           1.717,           1.681,           1.631,           1.571,           1.536,           1.482,           1.436,           1.375,           1.302,           1.236,           1.174,           0.395,           1.112,           1.053,           0.989,           0.958,           0.765,           0.737,           0.704,           0.674,           0.645,           0.611,           0.575,           1.607,           0.538,           0.504,           0.474,           0.000,           0.420,           0.303,           0.204,           0.098,           0.000,           0.000,           0.163,           0.133,           0.109,           0.087,           0.059,           0.022,           0.449,           0.000
     112,          1.850000,           1.874,           1.910,           1.939,           1.896,           1.432,           0.109,           1.852,           1.832,           1.815,           1.793,           1.764,           1.718,           1.675,           1.638,           1.590,           1.531,           1.497,           1.444,           1.398,           1.337,           1.266,           1.202,           1.141,           0.385,           1.079,           1.022,           0.962,           0.931,           0.745,           0.717,           0.685,           0.656,           0.627,           0.593,           0.558,           1.567,           0.523,           0.489,           0.461,           0.000,           0.409,           0.294,           0.198,           0.095,           0.000,           0.000,           0.157,           0.129,           0.106,           0.084,           0.058,           0.021,           0.437,           0.000
     113,          1.866667,           1.831,           1.868,           1.895,           1.852,           1.418,           0.110,           1.809,           1.790,           1.772,           1.751,           1.722,           1.676,           1.633,           1.597,           1.549,           1.492,           1.458,           1.406,           1.361,           1.301,           1.232,           1.169,           1.109,           0.376,           1.048,           0.994,           0.936,           0.906,           0.725,           0.698,           0.667,           0.639,           0.611,           0.577,           0.543,           1.527,           0.508,           0.477,           0.449,           0.000,           0.399,           0.287,           0.192,           0.093,           0.000,           0.000,           0.154,           0.126,           0.103,           0.082,           0.055,           0.021,           0.426,           0.000
     114,          1.883333,           1.789,           1.825,           1.852,           1.809,           1.404,           0.100,           1.768,           1.748,           1.730,           1.709,           1.680,           1.635,           1.592,           1.556,           1.510,           1.454,           1.420,           1.370,           1.326,           1.267,           1.199,           1.137,           1.079,           0.367,           1.020,           0.968,           0.911,           0.883,           0.707,           0.680,           0.650,           0.622,           0.594,           0.562,           0.529,           1.488,           0.496,           0.465,           0.438,           0.000,           0.391,           0.280,           0.187,           0.090,           0.000,           0.000,           0.150,           0.123,           0.101,           0.079,           0.054,           0.020,           0.415,           0.000
     115,          1.900000,           1.748,           1.784,           1.809,           1.765,           1.327,           0.088,           1.726,           1.707,           1.690,           1.668,           1.640,           1.595,           1.553,           1.517,           1.471,           1.418,           1.384,           1.335,           1.292,           1.234,           1.167,           1.107,           1.050,           0.360,           0.992,           0.942,           0.888,           0.860,           0.689,           0.663,           0.633,           0.606,           0.579,           0.547,           0.516,           1.450,           0.484,           0.454,           0.428,           0.000,           0.382,           0.274,           0.183,           0.089,           0.000,           0.000,           0.146,           0.120,           0.098,           0.078,           0.053,           0.020,           0.406,           0.000
     116,          1.916667,           1.707,           1.743,           1.766,           1.723,           1.316,           0.088,           1.686,           1.667,           1.650,           1.629,           1.600,           1.556,           1.515,           1.480,           1.435,           1.383,           1.349,           1.300,           1.258,           1.202,           1.138,           1.078,           1.022,           0.352,           0.967,           0.919,           0.867,           0.840,           0.672,           0.646,           0.618,           0.591,           0.565,           0.534,           0.504,           1.414,           0.473,           0.445,           0.420,           0.000,           0.374,           0.268,           0.179,           0.087,           0.000,           0.000,           0.143,           0.118,           0.096,           0.076,           0.052,           0.020,           0.398,           0.000
     117,          1.933333,           1.667,           1.702,           1.725,           1.682,           1.308,           0.089,           1.646,           1.628,           1.610,           1.589,           1.562,           1.517,           1.477,           1.444,           1.399,           1.348,           1.315,           1.267,           1.226,           1.171,           1.108,           1.050,           0.997,           0.344,           0.942,           0.896,           0.846,           0.820,           0.655,           0.631,           0.603,           0.577,           0.551,           0.522,           0.492,           1.379,           0.462,           0.435,           0.410,           0.000,           0.365,           0.262,           0.175,           0.085,           0.000,           0.000,           0.140,           0.115,           0.095,           0.075,           0.051,           0.019,           0.389,           0.000
     118,          1.950000,           1.627,           1.663,           1.685,           1.643,           1.257,           0.089,           1.607,           1.589,           1.572,           1.551,           1.525,           1.481,           1.441,           1.407,           1.363,           1.314,           1.282,           1.235,           1.196,           1.141,           1.080,           1.025,           0.972,           0.334,           0.919,           0.875,           0.826,           0.801,           0.639,           0.616,           0.589,           0.563,           0.538,           0.509,           0.481,           1.344,           0.452,           0.424,           0.399,           0.000,           0.355,           0.255,           0.171,           0.083,           0.000,           0.000,           0.138,           0.113,           0.092,           0.073,           0.050,           0.019,           0.378,           0.000
     119,          1.966667,           1.588,           1.624,           1.643,           1.599,           1.208,           0.097,           1.569,           1.551,           1.535,           1.514,           1.488,           1.444,           1.404,           1.371,           1.329,           1.280,           1.249,           1.204,           1.165,           1.113,           1.053,           0.999,           0.947,           0.324,           0.896,           0.853,           0.805,           0.782,           0.623,           0.600,           0.574,           0.549,           0.525,           0.497,           0.469,           1.309,           0.440,           0.412,           0.387,           0.000,           0.344,           0.248,           0.167,           0.080,           0.000,           0.000,           0.134,           0.109,           0.089,           0.071,           0.048,           0.018,           0.367,           0.000
     120,          1.983333,           1.551,           1.586,           1.603,           1.560,           1.199,           0.097,           1.531,           1.513,           1.497,           1.478,           1.451,           1.409,           1.369,           1.336,           1.294,           1.247,           1.217,           1.173,           1.136,           1.085,           1.027,           0.973,           0.923,           0.314,           0.873,           0.831,           0.784,           0.761,           0.607,           0.585,           0.560,           0.536,           0.513,           0.485,           0.457,           1.275,           0.428,           0.400,           0.375,           0.000,           0.333,           0.240,           0.161,           0.077,           0.000,           0.000,           0.130,           0.106,           0.086,           0.069,           0.047,           0.017,           0.355,           0.000
     121,          2.000000,           1.514,           1.550,           1.565,           1.526,           1.161,           0.084,           1.495,           1.477,           1.461,           1.442,           1.416,           1.374,           1.335,           1.303,           1.261,           1.215,           1.186,           1.144,           1.108,           1.058,           1.001,           0.948,           0.899,           0.302,           0.850,           0.809,           0.763,           0.741,           0.592,           0.570,           0.545,           0.522,           0.499,           0.472,           0.444,           1.242,           0.415,           0.387,           0.363,           0.000,           0.321,           0.232,           0.156,           0.074,           0.000,           0.000,           0.126,           0.102,           0.084,           0.067,           0.045,           0.017,           0.344,           0.000
     122,          2.016667,           1.479,           1.514,           1.527,           1.491,           1.160,           0.084,           1.460,           1.442,           1.426,           1.407,           1.381,           1.340,           1.301,           1.270,           1.228,           1.183,           1.157,           1.115,           1.079,           1.031,           0.975,           0.923,           0.875,           0.290,           0.827,           0.787,           0.741,           0.720,           0.575,           0.554,           0.530,           0.507,           0.485,           0.458,           0.430,           1.210,           0.401,           0.374,           0.350,           0.000,           0.309,           0.223,           0.151,           0.071,           0.000,           0.000,           0.122,           0.099,           0.081,           0.065,           0.045,           0.016,           0.332,           0.000
     123,          2.033334,           1.444,           1.479,           1.492,           1.458,           1.153,           0.084,           1.425,           1.408,           1.392,           1.373,           1.347,           1.306,           1.269,           1.238,           1.197,           1.154,           1.128,           1.087,           1.052,           1.004,           0.949,           0.898,           0.851,           0.278,           0.803,           0.764,           0.719,           0.699,           0.558,           0.538,           0.514,           0.492,           0.471,           0.444,           0.416,           1.179,           0.387,           0.360,           0.336,           0.000,           0.296,           0.214,           0.145,           0.068,           0.000,           0.000,           0.118,           0.095,           0.078,           0.063,           0.044,           0.015,           0.318,           0.000
     124,          2.050000,           1.410,           1.444,           1.457,           1.421,           1.090,           0.085,           1.391,           1.374,           1.358,           1.339,           1.314,           1.273,           1.237,           1.206,           1.165,           1.124,           1.099,           1.059,           1.025,           0.978,           0.924,           0.874,           0.826,           0.266,           0.780,           0.741,           0.697,           0.677,           0.541,           0.521,           0.499,           0.477,           0.456,           0.429,           0.402,           1.148,           0.372,           0.345,           0.322,           0.000,           0.283,           0.206,           0.139,           0.065,           0.000,           0.000,           0.114,           0.092,           0.076,           0.061,           0.042,           0.014,           0.305,           0.000
     125,          2.066667,           1.376,           1.410,           1.423,           1.387,           1.031,           0.071,           1.357,           1.341,           1.325,           1.306,           1.282,           1.242,           1.205,           1.175,           1.135,           1.095,           1.070,           1.031,           0.997,           0.952,           0.898,           0.849,           0.802,           0.254,           0.756,           0.713,           0.699,           0.661,           0.524,           0.505,           0.483,           0.461,           0.441,           0.414,           0.386,           1.118,           0.357,           0.330,           0.308,           0.000,           0.270,           0.197,           0.132,           0.061,           0.000,           0.000,           0.110,           0.088,           0.073,           0.059,           0.040,           0.014,           0.291,           0.000
     126,          2.083333,           1.342,           1.377,           1.388,           1.353,           0.987,           0.085,           1.325,           1.308,           1.294,           1.275,           1.251,           1.210,           1.174,           1.144,           1.105,           1.066,           1.041,           1.003,           0.971,           0.926,           0.873,           0.825,           0.779,           0.242,           0.734,           0.700,           0.622,           0.644,           0.507,           0.489,           0.467,           0.445,           0.425,           0.398,           0.371,           1.088,           0.342,           0.315,           0.293,           0.000,           0.257,           0.187,           0.126,           0.058,           0.000,           0.000,           0.110,           0.085,           0.070,           0.057,           0.039,           0.013,           0.277,           0.000
     127,          2.100000,           1.310,           1.343,           1.352,           1.318,           1.011,           0.084,           1.292,           1.276,           1.262,           1.244,           1.220,           1.181,           1.144,           1.114,           1.076,           1.038,           1.014,           0.976,           0.945,           0.901,           0.849,           0.801,           0.757,           0.230,           0.713,           0.679,           0.815,           0.623,           0.489,           0.472,           0.450,           0.429,           0.409,           0.383,           0.356,           1.059,           0.327,           0.301,           0.280,           0.000,           0.245,           0.178,           0.120,           0.055,           0.000,           0.000,           0.106,           0.081,           0.068,           0.055,           0.038,           0.012,           0.265,           0.000
     128,          2.116667,           1.279,           1.311,           1.319,           1.285,           0.974,           0.061,           1.261,           1.245,           1.231,           1.213,           1.189,           1.152,           1.116,           1.086,           1.048,           1.010,           0.988,           0.951,           0.920,           0.876,           0.825,           0.779,           0.736,           0.221,           0.692,           0.658,           0.468,           0.602,           0.473,           0.455,           0.433,           0.412,           0.393,           0.367,           0.340,           1.032,           0.312,           0.288,           0.269,           0.000,           0.236,           0.170,           0.114,           0.053,           0.000,           0.000,           0.103,           0.079,           0.065,           0.053,           0.036,           0.012,           0.255,           0.000
     129,          2.133333,           1.249,           1.281,           1.288,           1.250,           0.957,           0.060,           1.231,           1.215,           1.201,           1.184,           1.160,           1.122,           1.088,           1.058,           1.021,           0.984,           0.961,           0.926,           0.896,           0.853,           0.802,           0.757,           0.714,           0.214,           0.671,           0.637,           0.551,           0.580,           0.456,           0.438,           0.417,           0.397,           0.378,           0.352,           0.326,           1.004,           0.300,           0.277,           0.259,           0.000,           0.228,           0.164,           0.109,           0.050,           0.000,           0.000,           0.100,           0.076,           0.064,           0.052,           0.036,           0.012,           0.246,           0.000
     130,          2.150000,           1.219,           1.250,           1.258,           1.226,           0.971,           0.061,           1.202,           1.186,           1.172,           1.155,           1.131,           1.094,           1.060,           1.031,           0.994,           0.958,           0.936,           0.901,           0.872,           0.830,           0.780,           0.735,           0.693,           0.206,           0.651,           0.619,           0.503,           0.560,           0.439,           0.423,           0.402,           0.382,           0.363,           0.338,           0.313,           0.979,           0.288,           0.267,           0.250,           0.000,           0.220,           0.158,           0.105,           0.049,           0.000,           0.000,           0.098,           0.074,           0.063,           0.051,           0.035,           0.011,           0.236,           0.000
     131,          2.166667,           1.190,           1.220,           1.228,           1.198,           0.915,           0.049,           1.173,           1.157,           1.143,           1.126,           1.103,           1.066,           1.032,           1.003,           0.968,           0.933,           0.911,           0.877,           0.848,           0.807,           0.759,           0.714,           0.672,           0.199,           0.631,           0.601,           0.563,           0.546,           0.424,           0.408,           0.386,           0.367,           0.349,           0.325,           0.301,           0.952,           0.278,           0.258,           0.241,           0.000,           0.212,           0.152,           0.102,           0.047,           0.000,           0.000,           0.096,           0.073,           0.061,           0.049,           0.034,           0.011,           0.228,           0.000
     132,          2.183333,           1.160,           1.191,           1.198,           1.162,           0.851,           0.039,           1.144,           1.129,           1.115,           1.098,           1.075,           1.038,           1.005,           0.976,           0.942,           0.909,           0.887,           0.853,           0.825,           0.785,           0.737,           0.694,           0.653,           0.191,           0.613,           0.582,           0.549,           0.524,           0.408,           0.392,           0.371,           0.353,           0.335,           0.313,           0.290,           0.927,           0.268,           0.249,           0.232,           0.000,           0.203,           0.147,           0.098,           0.046,           0.000,           0.000,           0.092,           0.070,           0.059,           0.048,           0.033,           0.010,           0.220,           0.000
     133,          2.200000,           1.132,           1.162,           1.166,           1.132,           0.836,           0.039,           1.116,           1.101,           1.087,           1.070,           1.048,           1.012,           0.979,           0.952,           0.917,           0.885,           0.862,           0.830,           0.802,           0.763,           0.715,           0.673,           0.632,           0.181,           0.591,           0.560,           0.511,           0.504,           0.391,           0.376,           0.356,           0.339,           0.323,           0.301,           0.280,           0.903,           0.258,           0.239,           0.222,           0.000,           0.194,           0.140,           0.094,           0.043,           0.000,           0.000,           0.090,           0.068,           0.057,           0.046,           0.032,           0.010,           0.210,           0.000
     134,          2.216667,           1.104,           1.133,           1.135,           1.100,           0.833,           0.039,           1.088,           1.074,           1.061,           1.044,           1.022,           0.987,           0.954,           0.926,           0.892,           0.860,           0.838,           0.806,           0.780,           0.741,           0.693,           0.650,           0.610,           0.171,           0.570,           0.538,           0.472,           0.484,           0.376,           0.362,           0.343,           0.326,           0.310,           0.290,           0.269,           0.877,           0.247,           0.228,           0.210,           0.000,           0.183,           0.133,           0.090,           0.041,           0.000,           0.000,           0.086,           0.065,           0.054,           0.045,           0.031,           0.009,           0.199,           0.000
     135,          2.233333,           1.077,           1.106,           1.108,           1.073,           0.830,           0.039,           1.062,           1.047,           1.034,           1.018,           0.996,           0.961,           0.928,           0.900,           0.867,           0.835,           0.814,           0.783,           0.758,           0.718,           0.671,           0.628,           0.588,           0.161,           0.548,           0.517,           0.456,           0.464,           0.360,           0.347,           0.328,           0.313,           0.298,           0.278,           0.258,           0.852,           0.236,           0.215,           0.198,           0.000,           0.172,           0.125,           0.084,           0.038,           0.000,           0.000,           0.083,           0.062,           0.052,           0.043,           0.029,           0.008,           0.187,           0.000
